index,name,time,benchmark_grp,benchmark_id,benchtime_ms,cores,dataprocessed,host_IPC,host_IPS,host_cache_misses,host_cache_ref,host_cpupercent,host_cs,host_disk_io,host_kvm_exit,host_llc_bw,host_mem_bw,host_memory,host_net_io,host_sched_iowait,host_sched_switch,host_sched_wait,intensity,interference,interval,kernel,latency,performance,latency90,process_dur_ms,throughput,total_dur_ms,web_IPC,web_IPS,web_cache_misses,web_cache_ref,web_cpupercent,web_cs,web_disk,web_kvm_exit,web_llc_bw,web_mem_bw,web_memory,web_net,web_sched_iowait,web_sched_switch,web_sched_wait,weighted_latency,index_prev
423,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.308,499799060.5,23055340,207704817.5,77.53,23391,91.011,125346,445888747,140868974,7260.539,157.443,68353077.5,23360,513834235,0.001,;19;1;19;14;4;9;18,2,base,0.213854,0.887928213,219.375,14.383,18,19.048,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106.927,422
424,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.324,498291932,22503853,199136296.5,73.562,21216,158.963,115820,377448559,89898858,7263.66,10.764,33215056,21213,274620244.5,0.001,;20;3;13;2;19;17;1,2,base,0.000001,189887,0.001,14.196,2,19.302,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
425,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.362,530228403,21578664.5,210611397.5,80.159,19193,181.003,138754,370258750.5,114047237,7267.199,157.535,55493193,19189,855687877.5,0.001,;20;3;13;2;19;17;1,2,base,0.210378,0.902599131,213.878,12.248,20,17.882,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105.189,424
426,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.404,613898447,20770322.5,231362597.5,81.092,18618,1415.67,177284,292508694.5,86578395.5,7531.043,12.243,77121779,18604,1345479474,0.001,;1;4;4;2;7;11;9;10,2,base,0.000001,189887,0.001,13.258,2,17.663,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
427,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.431,662125477,19666755,233062860,85.342,16233,30,234556,283540671,92636485,7514.313,143.908,70826783,16233,2269909618,0.001,;1;4;4;2;7;11;9;10,2,base,0.206446,0.919790163,208.776,13.817,20,19.425,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103.223,426
428,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.336,539408219,22479495,214144230.5,77.091,21771,1994.896,154118,363296553,99216569,7511.125,12.259,193706883.5,21778,957700492.5,0.001,;2;10;17;10;1;9;10;20,2,base,0.000001,189887,0.001,12.483,2,17.94,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
429,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.406,691684433.5,21134578,241120388.5,82.14,18979,133.982,228757,338850464,111604563,7531.836,159.703,97106796.5,18983,1980827227,0.001,;2;10;17;10;1;9;10;20,2,base,0.211042,0.89975929,215.19,14.863,18,20.407,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105.521,428
430,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.382,660208977,25713255.5,248702843,80.517,24421,224.058,196065,354972397.5,115993731,7522.719,12.391,219159858,24422,1292610414,0.001,;3;20;12;15;15;11;7;19,2,base,0.000001,189887,0.001,12.34,2,17.29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
431,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.431,784047463.5,24665120,273426745,85.407,22255,160.999,258287,328623252,115039379,7528.621,158.327,48632139,22268,2232260149,0.001,;3;20;12;15;15;11;7;19,2,base,0.208571,0.910418994,216.33,13.879,20,18.785,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104.285,430
432,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.374,659377670.5,25115572.5,241563904.5,80.759,22339,1608.014,213741,359149861.5,96983065.5,7613.273,13.061,25495178.5,22330,1336517377,0.001,;4;11;18;1;3;1;17;3,2,base,0.000001,189887,0.001,15.819,2,20.421,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
433,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.432,779248537.5,24451385,274873415.5,85.168,19800,5090.17,277152,339713603,105397169,7635.863,158.92,368006304,19793,2315002622,0.001,;4;11;18;1;3;1;17;3,2,base,0.209898,0.904663217,218.97,12.821,18,19.245,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104.949,432
434,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.403,571391008.5,18780887,206699575.5,82.459,16245,1039.926,170690,265403219.5,83306615,7684.656,12.405,35765556,16245,1372967714,0.001,;5;4;6;20;19;16;7;17,2,base,0.000001,189887,0.001,13.893,2,18.673,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
435,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.448,660583059.5,18442861.25,231588896.5,87.101,14924,43.998,241211,247523099.3,88133818.25,7700.234,143.566,46891046.25,14919,2352816859,0.001,;5;4;6;20;19;16;7;17,2,base,0.209109,0.908076649,210.73,13.643,20,18.489,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104.555,434
436,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.406,578368102,18616125.5,204089326.5,84.92,16590,5246.09,183135,261408458.5,77067485.5,7690.902,12.342,254368247.5,16584,1346898818,0.001,;6;8;7;17;7;6;17;1,2,base,0.000001,189887,0.001,13.184,2,17.749,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
437,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.446,686402293.5,17789359,230852738,88.492,14229,1119.103,272166,256064153.5,82548545,7694.629,153.77,43045002.5,14220,2530426427,0.001,;6;8;7;17;7;6;17;1,2,base,0.209072,0.908237354,213.892,14.175,20,18.891,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104.536,436
438,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.427,671405020,21744992,234157473,84.987,18491,182.977,220286,291447188,70873291.5,7706.199,11.697,37898050,18438,1531702274,0.001,;7;12;3;16;7;7;11;6,2,base,0.000001,189887,0.001,13.986,2,18.546,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
439,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.431,676897998.5,19851418.5,232853930,87.626,16285,4060.227,256045,258665176.5,84711809,7724.227,156.928,116745966.5,16280,2387437132,0.001,;7;12;3;16;7;7;11;6,2,base,0.209923,0.90455548,213.21,147.849,20,153.336,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104.962,438
440,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.437,1059609106,18416580.5,357455888,85.888,14914,558.05,180610,258938609.5,80676349,7710.012,12.645,759447979.5,14909,1875889091,0.001,;8;19;8;5;8;7;20;16,2,base,0.000001,189887,0.001,13.036,2,17.88,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
441,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.498,718054036,17494967.5,243498016.5,89.361,13661,148.975,258164,212121454,73479736,7727.379,153.501,50906954.5,13659,2667533591,0.001,;8;19;8;5;8;7;20;16,2,base,0.211339,0.898494835,217.546,14.32,18,19.519,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105.669,440
442,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.388,546081495,17141290.5,200271713.5,85.017,15131,172.984,180746,241600010,66735890.5,7710.145,12.177,49914047.5,15126,1552900910,0.001,;9;8;20;20;13;2;4;6,2,base,0.000001,189887,0.001,14.915,2,21.048,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
443,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.425,610480971.5,17238724,210443668.5,89.15,13983,175.161,223049,228558916,73886527,7711.949,138.775,51287326.5,13986,2504017561,0.001,;9;8;20;20;13;2;4;6,2,base,0.210327,0.902817993,213.013,13.769,20,18.588,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105.163,442
444,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.358,772589173.3,26833866.5,287940184.5,75.906,26957,106.054,161061,466628834,145494536,7709.93,12.141,69244419.75,26955,854568351.8,0.001,;10;17;18;16;16;1;18;14,2,base,0.000001,189887,0.001,12.786,2,18.822,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
445,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.375,670125732,25675590.5,256113744.5,79.78,24153,178.98,204529,408899102.5,148918994,7711.023,156.177,66151433.5,24154,1523810241,0.001,;10;17;18;16;16;1;18;14,2,base,0.213021,0.891400378,214.828,12.298,18,17.34,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106.51,444
446,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.388,548065517,19116420,203782806,83.641,16881,2353.164,173351,254923903,70948644.5,7754.699,12.635,289445245.5,16887,1341162126,0.001,;11;6;4;20;7;19;13;7,2,base,0.000001,189887,0.001,16.177,2,20.931,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
447,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.46,679632372,18509936,236952733.5,88.208,14619,126.502,253113,222837695.5,76865682.5,7740.51,134.498,68571942.5,14620,2376358397,0.001,;11;6;4;20;7;19;13;7,2,base,0.212813,0.892271619,217.258,16.004,18,21.804,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106.406,446
448,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.359,687259920.5,27982980.5,261294553,78.276,27295,149.975,193727,458822182.5,138696338.5,7730.949,12.285,86017567,27287,936065216,0.001,;12;16;3;17;10;3;15;1,2,base,0.000001,189887,0.001,13.793,2,20.058,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
449,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.394,754759955,27497751.5,273810858.5,82.976,24630,102.001,251883,400637660,139069619,7734.395,156.285,56718114.5,24624,1847304814,0.001,;12;16;3;17;10;3;15;1,2,base,0.214484,0.885320117,219.499,13.672,18,18.368,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107.242,448
450,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.382,550636753,20467610,211932032,81.55,19009,231.99,151097,277961814,79874203,7738.125,11.69,293477812,19015,1040452385,0.001,;13;20;20;7;11;1;19;17,2,base,0.000001,189887,0.001,148.557,2,156.176,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
451,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.41,678486692,20957492,240258282.5,86.385,17579,124.981,223263,307336138,101395347.5,7728.152,150.303,67540169,17581,2086710068,0.001,;13;20;20;7;11;1;19;17,2,base,0.208958,0.908732855,213.116,14.304,20,18.889,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104.479,450
452,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.361,615575303.5,24721382.5,238035469,77.202,24930,5069.764,147217,398854388.5,115953084.5,7759.004,12.216,277090297,24929,747777507.5,0.001,;14;19;8;19;10;10;10;6,2,base,0.000001,189887,0.001,12.529,2,18.29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
453,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.389,660074272,22802063,243289266.5,82.284,20479,72.006,217325,372893832.5,130129171.5,7756.27,41.951,83495783,20467,1734296210,0.001,;14;19;8;19;10;10;10;6,2,base,0.197043,0.963683054,213.978,14.374,20,19.147,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,98.522,452
454,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.386,686138867.5,26062404.5,257924234.5,80.974,24290,3852.426,193438,379128096.5,112098012,7755.789,12.442,121687285,24267,1203800016,0.001,;15;2;3;18;8;19;16;19,2,base,0.000001,189887,0.001,14.145,2,18.79,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
455,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.439,770588267,23331516.5,267332408.5,84.929,19640,147.037,267793,317972567.5,102938429.5,7751.531,151.907,81091238,19643,2417570300,0.001,;15;2;3;18;8;19;16;19,2,base,0.21374,0.888401797,219.327,12.877,18,17.91,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106.87,454
456,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.37,640302802.5,23486158,235627924,78.927,22485,2097.518,163454,394630651,126087634,7750.859,12.328,81375856,22472,1090641321,0.001,;16;1;15;6;17;10;5;7,2,base,0.000001,189887,0.001,13.686,2,20.125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
457,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.414,726198339,23093004.5,255992176.5,84.213,21239,101.984,247044,346549994,133663045.5,7764.867,142.437,21350691,21259,2051662227,0.001,;16;1;15;6;17;10;5;7,2,base,0.212875,0.892011744,218.564,13.882,18,19.476,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106.438,456
458,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.42,651769017,21037691.5,227590319,83.428,17766,1097.273,214037,265399402,71398467.5,7753.531,12.537,69599213,17763,1598386923,0.001,;17;20;3;4;8;13;10;7,2,base,0.000001,189887,0.001,15.29,2,20.697,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
459,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.452,778528374,20576206,259471423,86.737,16442,137.934,271013,294068556,99338824,7766.105,151.703,73878416,16430,2576549060,0.001,;17;20;3;4;8;13;10;7,2,base,0.211743,0.896780531,218.393,13.729,18,19.504,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105.871,458
460,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.371,547337938,20812586.5,214872845.5,81.25,19161,859.134,157554,324946699.5,106271879.5,7807.297,11.911,73347809,19163,1169752478,0.001,;18;11;9;8;18;5;10;5,2,base,0.000001,189887,0.001,13.378,2,18.185,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
461,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.436,1193067968,22562336.5,386734105,86.781,18509,178.997,263545,347992678.5,138412923.5,7833.797,145.362,41308740.5,18502,2681749519,0.001,;18;11;9;8;18;5;10;5,2,base,0.210005,0.904202281,212.945,13.568,18,18.605,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105.002,460
462,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.364,645708392.5,26040426.5,248324205,78.544,24829,315.034,190595,396268960,108398551,7855.828,11.99,71236470,24822,1054360656,0.001,;19;1;19;14;4;9;18;3,2,base,0.000001,189887,0.001,14.809,2,19.641,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
463,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.413,763228080,23865944.5,264207043.5,83.883,21441,158.078,249280,360624700.5,121176863,7844.322,154.626,96022131.5,21428,2022463990,0.001,;19;1;19;14;4;9;18;3,2,base,0.213133,0.890931953,218.528,15.156,18,19.695,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106.567,462
464,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.381,610803213,23105616,233495218.5,82.313,20510,2195.897,177730,337322727.5,90446462,7838.84,12.312,87314102,20505,1134203869,0.001,;20;3;13;2;19;17;1;20,2,base,0.000001,189887,0.001,13.139,2,18.125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
465,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.429,694490025,19804269,242956317,85.097,16324,289.921,264772,265094956,79072170.5,7843.715,157.696,77210597.5,16309,2478407124,0.001,;20;3;13;2;19;17;1;20,2,base,0.21226,0.89459625,218.036,14.155,18,20.136,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106.13,464
466,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.38,568044366.5,20567472.5,214957534.5,82.556,18748,2251.177,167497,316345757.5,88603991,7879.277,12.245,38537455.5,18755,1189570985,0.001,;1;4;4;2;7;11;9;13,2,base,0.000001,189887,0.001,12.764,2,17.575,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
467,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.444,707109701,19527275,240176978,85.971,16353,124.994,242623,287963998.5,93016678,7876.455,154.413,41148445.5,16350,2391654128,0.001,;1;4;4;2;7;11;9;13,2,base,0.209842,0.904904643,215.809,17.164,18,24.165,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104.921,466
468,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.326,540225191,23399867,216228127.8,76.572,22845,1494.449,138188,414541344.8,122509065.5,7912.223,12.302,60632908,22830,745539348.3,0.001,;2;10;17;10;1;9;10;6,2,base,0.000001,189887,0.001,13.141,2,18.639,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
469,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.384,683904989,22607312,247700448.5,82.076,20343,67.002,209392,405039248.5,138138883.5,7928.984,151.197,21966616.5,20342,1649716296,0.001,;2;10;17;10;1;9;10;6,2,base,0.214585,0.884903418,219.537,12.922,18,18.257,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107.293,468
470,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.384,683619946.5,24214496,245311648.5,83.135,22974,1027.781,210249,322128955.5,85864541,7957.758,12.253,161176106,22964,1474093580,0.001,;3;20;12;15;15;11;7;8,2,base,0.000001,189887,0.001,17.056,2,22.033,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
471,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.438,739645808,22843374,255661578.5,87.584,19530,98.042,251242,276110689.5,92367356.5,7930.367,149.79,57590805.5,19524,2415624943,0.001,;3;20;12;15;15;11;7;8,2,base,0.209656,0.905707445,213.348,12.989,20,17.797,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104.828,470
472,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.431,727435395,22532380.5,257425750.5,85.076,18715,42.017,248348,334441842,106892286.5,7966.52,144.942,56201415.5,18712,2156811903,0.001,;4;11;18;1;3;1;17;2,2,base,0.208506,0.91070281,218.7,12.73,20,17.241,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104.253,
473,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.422,614209432,20739306,227696755,84.35,17136,34,201876,262029756,83211511.5,7983.23,12.424,10004243.5,17126,1537182224,0.001,;5;4;6;20;19;16;7;3,2,base,0.000001,189887,0.001,14.328,2,18.879,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
474,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.442,720482990.5,19302201,235439511.5,87.075,15397,34.994,262498,275333694.5,92971622.5,7980.648,142.817,18564233.5,15387,2500358648,0.001,;5;4;6;20;19;16;7;3,2,base,0.214277,0.886175371,220.03,15.863,18,22.746,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107.138,473
475,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.442,598687619,16178896,203642503.5,89.681,12842,296.896,237632,191669557.5,64655267,8012.195,158.689,44523451,12842,2748726361,0.001,;6;8;7;17;7;6;17;4,2,base,0.210168,0.903501009,214.626,12.457,20,17.811,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105.084,
476,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.407,619175609,21629224.5,228118409,84.226,18487,99.974,207874,275312154,68613088.5,8027.297,12.089,38415874.5,18485,1544289172,0.001,;7;12;3;16;7;7;11;20,2,base,0.000001,189887,0.001,12.695,2,17.571,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
477,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.452,700273474,20090856.5,243141031.5,87.95,15968,75.003,278802,246227309,76063737,8025.508,155.356,47867954,15968,2616689978,0.001,;7;12;3;16;7;7;11;20,2,base,0.212852,0.892108131,221.354,12.897,18,17.577,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106.426,476
478,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.468,575623216.5,15131722.5,194761575.5,86.006,11822,2243.107,192482,166098438.5,46585832,8017.656,13.725,50358897.5,11822,1917062431,0.001,;8;19;8;5;8;7;20;20,2,base,0.000001,189887,0.001,13.908,2,18.984,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
479,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.497,714915867.5,15874790,231904765,90.785,11962,66.01,261330,184701326,58666849,8008.352,158.826,28335715,11958,2832108208,0.001,;8;19;8;5;8;7;20;20,2,base,0.213071,0.891191199,220.397,14.152,18,18.926,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106.535,478
480,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.43,1093013247,21160496.5,358952285.5,85.863,17787,219.668,207987,321121890.5,98442362,8018.309,11.921,251663130,17789,2046630106,0.001,;9;8;20;20;13;2;4;11,2,base,0.000001,189887,0.001,13.973,2,18.858,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
481,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.448,669127599.5,18289018.5,231827118.5,87.392,14718,86.993,254821,250565734,82243086.5,8009.258,154.886,51361952.5,14713,2533493260,0.001,;9;8;20;20;13;2;4;11,2,base,0.210204,0.903346273,214.755,14.446,18,18.902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105.102,480
482,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.345,617144076.5,25444574.5,248209143,75.719,24668,1425.238,145033,441342535.5,132239933,8008.293,11.881,59627067.5,24666,679121773,0.001,;10;17;18;16;16;1;18;17,2,base,0.000001,189887,0.001,14.378,2,19.701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
483,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.373,658784606.5,23479264.5,242203900,81.019,21386,100.954,204171,409990123,143195174.5,8031.93,158.502,42729003,21378,1589889128,0.001,;10;17;18;16;16;1;18;17,2,base,0.216004,0.879090202,224.537,14.355,18,18.786,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,108.002,482
484,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.349,521910555,19919395.5,197068612.5,79.841,18307,2150.28,136103,328425539,91777119,8016.492,12.356,68162412,18306,861646723.5,0.001,;11;6;4;20;7;19;13;11,2,base,0.000001,189887,0.001,13.683,2,18.589,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
485,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.413,661911590,18830431.5,226783806.5,87.124,15330,223.94,243342,271103281.5,98866247,8039.762,155.194,56595835.5,15327,2353168505,0.001,;11;6;4;20;7;19;13;11,2,base,0.210294,0.902959666,215.521,13.742,18,18.543,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105.147,484
486,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.374,723430462.5,29056856,271867812,81.059,26606,425.964,202666,401066353.5,122920850,8067.355,12.187,52262362,26610,1063836613,0.001,;12;16;3;17;10;3;15;5,2,base,0.000001,189887,0.001,14.153,2,18.594,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
487,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.415,786265166.5,26259823.5,279830528.5,84.967,22474,143.005,275210,351202697,125975774,8065.77,142.7,16968775,22467,2100684374,0.001,;12;16;3;17;10;3;15;5,2,base,0.213447,0.889621311,222.04,13.14,18,17.705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106.724,486
488,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.371,539621217.5,21213552.5,210084521.5,82.103,19736,122.063,173296,310935465.5,91631013.5,8071.223,12.499,85630453.5,19739,1219231808,0.001,;13;20;20;7;11;1;19;14,2,base,0.000001,189887,0.001,14.395,2,19.193,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
489,parsec,1.48E+18,1481661405,img_processing,1.48E+12,0,TRUE,0.412,688333608,21471776,242212019,85.382,20198,114.998,241769,334374514.5,112378084,8073.75,155.795,13599728,20208,2160518834,0.001,;13;20;20;7;11;1;19;14,2,base,0.211113,0.899456689,215.105,16.353,18,21.883,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105.556,488
490,parsec,1.48E+18,1481661405,prev,1.48E+12,0,TRUE,0.357,627205396.5,24913950.5,241230308,78.595,24642,220.987,173567,406467771.5,126778307.5,8073.625,11.789,65736184,24609,1002731558,0.001,;14;19;8;19;10;10;10;4,2,base,0.000001,189887,0.001,13.955,2,19.019,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001,
