index,name,time,benchmark_grp,benchmark_id,benchtime_ms,cores,dataprocessed,host_IPC,host_IPS,host_cache_misses,host_cache_ref,host_cpupercent,host_cs,host_disk_io,host_kvm_exit,host_llc_bw,host_mem_bw,host_memory,host_net_io,host_sched_iowait,host_sched_switch,host_sched_wait,intensity,interference,interval,kernel,latency,performance,latency90,process_dur_ms,throughput,total_dur_ms,web_IPC,web_IPS,web_cache_missesweb_kvm_exit,web_cache_ref,web_cpupercent,web_cs,web_disk,web_llc_bw,web_mem_bw,web_memory,web_net,web_sched_iowait,web_sched_switch,web_sched_wait,weighted_latency,interference_prev,index_prev
32,parsec,1.48e+18,1481131355,parsec.blackscholes,1.48e+12,0,True,0.375,613217049.5,21856420.0,237378186.0,81.442,20471,188.977,174795.0,331431226.5,94628687.0,7996.688,18.474,16334565.0,20479,1388193885.0,0.001,;19;20;15;8;4;9;19,2,base,0.092,0.858695652174,0.108,53.618,6,58.844,0.477,67455694.0,1974682.5,21988981.5,8.468,1323,26.204,9163291.0,2039044.0,2048,1.73,22566,1102505.5,1326,0.046,;19;20;15;8;4;9;19;1,976.0
33,parsec,1.48e+18,1481131355,parsec.blackscholes,1.48e+12,0,True,0.339,552205057.0,20840705.0,221209154.5,73.546,19233,193.997,104173.0,367495892.5,103150045.0,6596.07,17.849,13715033.0,19225,434271447.0,0.001,;1;18;5;4;2;11,2,base,0.082,0.963414634146,0.085,243.93,6,249.169,0.312,46545037.5,1966295.5,18867358.5,9.002,1353,0.993,1233359.5,405919.0,2048,2.704,18084,157657.0,1341,0.041,;1;18;5;4;2;11;1,545.0
34,parsec,1.48e+18,1481131355,parsec.blackscholes,1.48e+12,0,True,0.426,775808347.5,22642842.0,273576254.0,82.192,19489,204.018,274894.0,329255273.5,107356930.5,9379.133,17.059,84951304.5,19496,2576543936.0,0.001,;1;18;5;4;2;11;16;16,2,base,0.085,0.929411764706,0.087,238.451,6,243.626,0.558,97184983.5,1817919.0,22873638.0,8.284,1093,0.0,12932670.5,4963501.5,2048,1.84,31470,0.0,1096,0.043,;1;18;5;4;2;11;16;16;1,810.0
35,parsec,1.48e+18,1481131355,parsec.blackscholes,1.48e+12,0,True,0.49,945453300.0,21217690.5,307886702.0,89.381,15837,158.982,429495.0,218492242.0,73723211.5,10367.027,16.707,6188235.0,15832,4629007189.0,0.001,;1;18;5;4;2;11;16;16;20,2,base,0.089,0.887640449438,0.089,101.566,4,105.262,0.656,101234727.5,1689360.0,38138950.5,8.162,840,0.0,11963475.0,3876383.0,2048,1.75,49715,0.0,848,0.044,;1;18;5;4;2;11;16;16;20;1,1028.0
36,parsec,1.48e+18,1481131355,parsec.blackscholes,1.48e+12,0,True,0.301,400397518.0,16684312.5,163628486.5,68.054,15173,134.52,63981.0,263332564.5,58531086.0,5319.123,17.197,29768632.0,15172,60067471.5,0.001,;20;11;17;8;20,2,base,0.08,0.9875,0.082,75.416,6,81.329,0.554,74455294.5,2092838.5,24436894.5,9.142,1387,28.055,12154741.0,2466606.5,2048,2.53,13376,0.0,1386,0.04,;20;11;17;8;20;1,1029.0
37,parsec,1.48e+18,1481131355,parsec.blackscholes,1.48e+12,0,True,0.369,600543740.5,21779774.5,230781810.0,76.228,20820,219.006,110454.0,327571308.0,90411798.5,6587.873,18.154,41425694.5,20834,526213422.0,0.001,;20;11;17;8;20;15,2,base,0.08,0.9875,0.081,100.172,6,105.46,0.299,37901152.5,2048091.0,17430336.0,8.845,1226,1.0,14022794.0,5429932.0,2048,2.754,15481,1637358.5,1229,0.04,;20;11;17;8;20;15;1,751.0
38,parsec,1.48e+18,1481131355,parsec.blackscholes,1.48e+12,0,True,0.485,1574395151.0,24157566.5,510706804.0,92.327,18121,2227.042,447379.0,247456891.0,93588486.0,10483.816,16.116,119294057.5,18096,5618911558.0,0.001,;20;11;17;8;20;15;20;14;18,2,base,0.09,0.877777777778,0.096,40.782,4,46.099,0.618,108432765.0,1648416.0,43359638.5,7.975,820,2102.389,17147816.5,7373819.5,2048,1.268,58974,34024574.0,818,0.045,;20;11;17;8;20;15;20;14;18;1,924.0
39,parsec,1.48e+18,1481131355,parsec.blackscholes,1.48e+12,0,True,0.608,1324712467.0,20682629.5,388144914.5,94.228,13359,38.999,613346.5,148958246.0,49948243.5,11893.625,18.145,24919655.5,13352,7025033691.0,0.001,;20;11;17;8;20;15;20;14;18;11,2,base,0.095,0.831578947368,0.095,120.293,2,124.389,0.607,126278432.5,1348810.0,33529070.0,7.497,640,0.0,5936340.5,2115162.5,2048,0.848,64601,4071603.0,636,0.048,;20;11;17;8;20;15;20;14;18;11;1,547.0
40,parsec,1.48e+18,1481131355,parsec.blackscholes,1.48e+12,0,True,0.323,478540045.5,20320936.25,193946673.0,68.606,19445,124.467,80196.0,337498962.0,78572101.75,5118.32,16.982,44819792.5,19436,89573054.0,0.001,;2;15;8;4;7,2,base,0.079,1.0,0.081,122.617,6,127.295,0.296,42873705.5,2157108.0,14953121.75,9.065,1311,1.004,13104129.5,4204060.5,2048,2.374,12892,697757.75,1313,0.04,;2;15;8;4;7;1,369.0
41,parsec,1.48e+18,1481131355,parsec.blackscholes,1.48e+12,0,True,0.338,553067807.5,24499500.5,219138889.5,76.82,24938,186.491,120837.0,360445738.0,104196671.0,6594.984,18.441,6203191.0,24932,419298048.0,0.001,;2;15;8;4;7;15,2,base,0.081,0.975308641975,0.082,225.7,6,231.086,0.558,78731532.5,1974499.5,23843931.0,8.849,1226,25.018,10102999.0,3558261.0,2048,2.614,16891,492254.0,1237,0.041,;2;15;8;4;7;15;1,753.0
42,parsec,1.48e+18,1481131355,parsec.blackscholes,1.48e+12,0,True,0.434,831612743.5,23658560.0,282497295.5,87.275,21186,354.94,298751.0,286226276.5,95660601.0,9249.141,17.839,65721475.5,21189,2943959605.0,0.001,;2;15;8;4;7;15;18;11,2,base,0.09,0.877777777778,0.098,103.651,6,107.909,0.512,74423619.5,1813130.0,20924517.5,8.644,1060,1.009,25785335.0,7161778.0,2048,1.604,32935,1628941.0,1061,0.045,;2;15;8;4;7;15;18;11;1,548.0
43,parsec,1.48e+18,1481131355,parsec.blackscholes,1.48e+12,0,True,0.325,418305066.5,15108252.5,159632150.5,45.623,12842,149.994,62780.0,205421231.5,42187819.0,3810.66,17.112,58552613.0,12835,13830024.5,0.001,;3;20;5,2,base,0.08,0.9875,0.081,44.961,8,53.918,0.331,43258242.0,2466843.5,18385285.0,9.25,1480,25.019,8550552.5,847953.5,2048,2.688,12757,1249018.0,1486,0.04,;3;20;5;1,274.0
44,parsec,1.48e+18,1481131355,parsec.blackscholes,1.48e+12,0,True,0.308,461612804.0,19202056.5,187438491.5,68.852,17570,141.98,83825.0,334397248.5,79295607.5,5649.41,17.622,95451185.5,17579,92642913.5,0.001,;3;20;5;1;5,2,base,0.08,0.9875,0.081,76.522,6,81.41,0.321,41306937.0,2158958.5,20434353.5,9.202,1463,20.963,2919468.5,351029.0,2048,2.582,12611,22093164.5,1463,0.04,;3;20;5;1;5;1,275.0
45,parsec,1.48e+18,1481131355,parsec.blackscholes,1.48e+12,0,True,0.37,670335290.0,24352832.0,251013161.5,82.684,21968,117.038,196302.0,351164439.0,107250373.0,7739.848,20.787,9392021.5,21970,1289006731.0,0.001,;3;20;5;1;5;1;14,2,base,0.081,0.975308641975,0.083,36.536,6,41.37,0.531,80458143.5,2202183.5,24795347.0,8.729,1248,0.0,11200740.0,2580029.0,2048,1.706,23383,665694.0,1263,0.041,;3;20;5;1;5;1;14;1,700.0
46,parsec,1.48e+18,1481131355,parsec.blackscholes,1.48e+12,0,True,0.45,845956456.0,23044139.5,287419764.0,86.927,18932,205.449,318892.0,274446681.0,87296406.5,8480.109,17.109,40308209.0,18926,3179466625.0,0.001,;3;20;5;1;5;1;14;6,2,base,0.094,0.840425531915,0.101,64.361,6,69.42,0.509,117137270.5,1893717.5,32519063.5,8.245,1067,63.774,8909994.0,3134767.0,2048,1.64,35897,6591727.5,1084,0.047,;3;20;5;1;5;1;14;6;1,326.0
