index,name,time,benchmark_grp,benchmark_id,benchtime_ms,cores,dataprocessed,host_IPC,host_IPS,host_cache_misses,host_cache_ref,host_cpupercent,host_cs,host_disk_io,host_kvm_exit,host_llc_bw,host_mem_bw,host_memory,host_net_io,host_sched_iowait,host_sched_switch,host_sched_wait,intensity,interference,interval,kernel,latency,performance,latency90,process_dur_ms,throughput,total_dur_ms,weighted_latency,index_prev
1772,parsec,1.48E+18,1484091410,img_processing,1.48E+12,0,TRUE,0.633,2913506096,540824,134639798,88.423,1101,688.516,578608,0,5346420.655,1471.771,57.143,119709895.5,1100,19105089,0.001,;1;13;6,2,base,0.231143,0.940067404,233.565,22.906,18,29.317,115.571,1771
1773,parsec,1.48E+18,1484091410,prev,1.48E+12,0,TRUE,0.64,2801044658,460327,126503983,75.282,898,122.999,546191,0,4260013.101,1476.164,1.844,16378923,898,17419792.5,0.001,;1;13;7,2,base,0.000001,217290,0.001,21.286,2,28.669,0.001,
1774,parsec,1.48E+18,1484091410,img_processing,1.48E+12,0,TRUE,0.623,3183314754,839205,151836777.5,99.625,1259,77.999,655921.5,0,11166962.32,1470.324,111.389,80388772.5,1259,36421453.5,0.001,;1;13;7,2,base,0.225773,0.962426862,228.409,18.83,18,24.273,112.886,1773
1775,parsec,1.48E+18,1484091410,prev,1.48E+12,0,TRUE,0.645,2827018244,400631,126630861.5,75.094,1032,93.001,550395,0,3116295.678,1470.48,1.612,39907899.5,1029,20810897,0.001,;1;13;8,2,base,0.000001,217290,0.001,21.951,2,28.184,0.001,
1776,parsec,1.48E+18,1484091410,img_processing,1.48E+12,0,TRUE,0.607,3074534860,1046196,147881956,99.625,1366,2122.007,635587.5,0,11496555.49,1479.281,111.458,146338645.5,1366,69937698,0.001,;1;13;8,2,base,0.226968,0.957359628,229.236,25.55,18,32.721,113.484,1775
1777,parsec,1.48E+18,1484091410,prev,1.48E+12,0,TRUE,0.645,3089775838,404463,141402020,75.78,1089,164,608628.5,0,2936283.54,1470.887,1.697,42407217,1088,19991334.5,0.001,;1;13;9,2,base,0.000001,217290,0.001,18.543,2,24.408,0.001,
1778,parsec,1.48E+18,1484091410,img_processing,1.48E+12,0,TRUE,0.615,3410379420,960616.5,161762121,99.625,1236,81,692540,0,11458543.21,1471.387,111.381,11841233.5,1236,45058869,0.001,;1;13;9,2,base,0.225469,0.963724503,228.656,21.883,18,29.711,112.734,1777
1779,parsec,1.48E+18,1484091410,prev,1.48E+12,0,TRUE,0.644,3243663252,367280,148019495.5,75.25,826,38,640650.5,0,2230609.125,1475.262,1.605,29007381,825,7978929.5,nan,;1;13;10,2,0.001,0.000001,217290,0.001,20.049,2,26.933,0.001,
1780,parsec,1.48E+18,1484091410,img_processing,1.48E+12,0,TRUE,0.616,3370160050,1039462,160305777.5,99.75,1474,114,683675,0,11568403.86,1473.648,99.411,65984653.5,1453,36616941.5,0.001,;1;13;10,2,base,0.226282,0.960261974,228.353,20.565,18,26.205,113.141,1779
1781,parsec,1.48E+18,1484091410,prev,1.48E+12,0,TRUE,0.634,3052944351,484870,138706262,75.281,850,84,596579.5,0,5507869.373,1480.117,2.01,24485538,845,12427958.5,0.001,;1;14;1,2,base,0.000001,217290,0.001,18.333,2,23.716,0.001,
1782,parsec,1.48E+18,1484091410,img_processing,1.48E+12,0,TRUE,0.613,3245635972,1074169.5,157387639.5,99.624,1276,70.001,667011.5,0,12451144.19,1467.375,111.389,27741923.5,1276,39985643.5,0.001,;1;14;1,2,base,0.23283,0.933256024,238.492,18.632,18,24.306,116.415,1781
1783,parsec,1.48E+18,1484091410,prev,1.48E+12,0,TRUE,0.643,3105463408,382517,141999283,75.408,859,124.998,620804,0,3673014.198,1470.672,2.111,11979171.5,854,10197338.5,0.001,;1;14;2,2,base,0.000001,217290,0.001,20.768,2,28.672,0.001,
1784,parsec,1.48E+18,1484091410,img_processing,1.48E+12,0,TRUE,0.617,3201910988,1038259.5,151141510.5,99.374,1280,90.001,649609,0,13036620.51,1474.223,111.155,10154235,1278,49427034,0.001,;1;14;2,2,base,0.224814,0.966532333,230.826,20.144,18,26.395,112.407,1783
1785,parsec,1.48E+18,1484091410,prev,1.48E+12,0,TRUE,0.647,2949986534,423518,133389169.5,75.375,932,72.999,574665.5,0,5178198.942,1472.996,2.291,24242101,930,11858594.5,0.001,;1;14;3,2,base,0.000001,217290,0.001,19.067,2,24.941,0.001,
