TIMESTAMP,RESPONSE_TIME,EXECUTION_TIME,SERVER_IP,STATE
1482822458559,142.703,98.057,129.59.105.87,3
1482822458768,151.655,110.206,129.59.105.87,3
1482822458962,145.162,99.734,129.59.105.87,3
1482822459161,144.26,98.706,129.59.105.87,3
1482822459360,141.409,99.096,129.59.105.87,3
1482822459559,141.785,99.454,129.59.105.87,3
1482822459758,140.314,99.996,129.59.105.87,3
1482822459955,137.927,101.011,129.59.105.87,3
1482822460158,140.155,100.944,129.59.105.87,3
1482822460360,141.386,101.21,129.59.105.87,3
1482822460555,137.192,99.886,129.59.105.87,3
1482822460756,137.549,100.236,129.59.105.87,3
1482822460966,144.799,99.116,129.59.105.87,3
1482822461161,142.255,100.76,129.59.105.87,3
1482822461355,135.469,98.608,129.59.105.87,3
1482822461556,136.216,99.035,129.59.105.87,3
1482822461761,141.25,99.861,129.59.105.87,3
1482822461956,136.34,98.7,129.59.105.87,3
1482822462162,141.771,99.403,129.59.105.87,3
1482822462360,139.121,99.636,129.59.105.87,3
1482822462564,141.948,99.542,129.59.105.87,3
1482822462765,143.818,99.694,129.59.105.87,3
1482822462963,141.396,99.347,129.59.105.87,3
1482822463161,139.648,98.023,129.59.105.87,3
1482822463356,134.752,100.473,129.59.105.87,3
1482822463564,141.74,99.293,129.59.105.87,3
1482822463762,140.781,98.091,129.59.105.87,3
1482822463964,141.893,97.579,129.59.105.87,3
1482822464169,144.919,103.224,129.59.105.87,3
1482822464397,175.441,135.862,129.59.105.87,3
1482822464561,140.631,101.096,129.59.105.87,3
1482822464770,147.269,103.299,129.59.105.87,3
1482822464964,143.298,101.016,129.59.105.87,3
1482822465169,144.911,101.46,129.59.105.87,3
1482822465370,146.251,101.25,129.59.105.87,3
1482822465571,146.57,100.762,129.59.105.87,3
1482822465766,140.755,100.257,129.59.105.87,3
1482822465963,138.106,101.069,129.59.105.87,3
1482822466170,145.33,102.651,129.59.105.87,3
1482822466368,143.467,100.382,129.59.105.87,3
1482822466567,141.77,99.575,129.59.105.87,3
1482822466764,139.077,99.67,129.59.105.87,3
1482822467005,180.387,136.249,129.59.105.87,3
1482822467163,137.045,98.667,129.59.105.87,3
1482822467366,138.597,98.885,129.59.105.87,3
1482822467561,136.249,97.738,129.59.105.87,3
1482822467765,139.83,99.179,129.59.105.87,3
1482822467965,138.629,98.303,129.59.105.87,3
1482822468167,142.248,99.14,129.59.105.87,3
1482822468368,141.373,98.707,129.59.105.87,3
1482822468568,141.371,98.138,129.59.105.87,3
1482822468767,140.146,97.762,129.59.105.87,3
1482822468969,139.822,97.721,129.59.105.87,3
1482822469161,133.768,96.407,129.59.105.87,3
1482822469370,142.467,96.655,129.59.105.87,3
1482822469566,137.516,97.914,129.59.105.87,3
1482822469765,137.161,98.363,129.59.105.87,3
1482822469967,138.878,98.722,129.59.105.87,3
1482822470171,142.589,97.912,129.59.105.87,3
1482822470368,138.918,98.579,129.59.105.87,3
1482822470601,170.427,130.109,129.59.105.87,3
1482822470771,142.517,98.063,129.59.105.87,3
1482822470967,137.478,97.774,129.59.105.87,3
1482822471172,141.862,97.482,129.59.105.87,3
1482822471364,134.753,98.106,129.59.105.87,3
1482822471566,135.843,96.931,129.59.105.87,3
1482822471769,138.19,97.677,129.59.105.87,3
1482822471977,147.423,108.026,129.59.105.87,3
1482822472199,166.559,126.03,129.59.105.87,3
1482822472413,183.053,142.659,129.59.105.87,3
1482822472606,176.137,137.121,129.59.105.87,3
1482822472785,153.633,112.263,129.59.105.87,3
1482822472971,139.148,97.216,129.59.105.87,3
1482822473174,142.444,97.343,129.59.105.87,3
