Time,Min hop D,Min hop A,Least loaded,CDC,INDICES 2D,INDICES 2A,INDICES 3B,SLO
1698,190.08575,198.0573333,229.1935,281.47975,171.7215,117.149,150.71025,200
1699,197.86125,196.8128,228.07325,277.3756667,172.16775,112.3385,153.09275,200
1700,187.8255,220.695,226.59925,272.22325,171.54275,114.17925,153.807,200
1701,193.736,174.8272,228.607,279.509,172.158,118.03575,152.97975,200
1702,198.90675,200.5976667,228.932,270.664,171.58075,114.6765,151.4095,200
1703,197.71525,211.04,231.79625,271.61,172.20025,128.94725,149.64075,200
1704,193.26025,216.736,238.859,274.792,170.6115,123.48525,150.73,200
1705,192.09025,235.4765,244.706,268.19575,171.095,135.759,148.98975,200
1706,188.6145,234.28325,250.26125,275.98825,172.30975,116.11,176.65175,200
1707,195.64925,209.04175,240.7995,273.159,171.6385,119.85175,179.3875,200
1708,187.33025,234.167,236.3885,286.08725,171.31075,115.41875,179.66775,200
1709,193.03275,204.3486,229.27525,279.4093333,171.71525,109.7185,153.237,200
1710,188.11575,190.689,228.41675,279.98825,171.772,124.109,147.47675,200
1711,191.78075,171.29,228.56425,278.3906667,170.501,119.53525,153.40325,200
1712,187.6545,185.7912,231.09575,284.42525,169.2815,125.23425,152.11925,200
1713,192.7155,177.889,230.21175,271.9093333,169.34425,111.28675,164.7865,200
1714,186.86,202.581,228.4625,275.93475,169.717,127.97725,154.0905,200
1715,187.089,164.72375,230.236,276.7793333,170.21775,106.922,148.51,200
1716,186.5705,218.648,237.0675,277.253,169.60975,109.00125,148.504,200
1717,193.15225,184.1994,228.85325,280.9523333,169.37,128.296,155.4235,200
1718,187.06325,163.87175,228.45775,274.348,170.5125,111.63725,154.6255,200
1719,192.5055,196.7233333,228.4475,281.3433333,170.89025,108.308,151.52875,200
1720,189.185,215.5636,228.9545,277.68275,171.5825,114.934,156.05275,200
1721,188.52025,191.537,228.77575,283.8296667,170.6635,120.70625,167.01875,200
1722,195.75525,209.5063333,224.41225,289.7925,172.51925,130.87325,166.9415,200
1723,187.00275,200.71625,226.8895,283.1116667,172.85725,127.73125,158.32425,200
1724,188.7105,187.7512,225.38425,278.769,171.4065,126.881,151.7035,200
1725,191.80425,166.34725,226.215,275.5063333,173.67,115.56075,148.754,200
1726,205.448,194.1636667,228.44,276.232,174.178,119.71225,147.3345,200
1727,193.7485,196.49175,226.31825,282.8586667,173.57975,108.97075,152.75225,200
1728,194.3385,167.011,226.8715,268.87,174.9315,118.00825,149.806,200
1729,198.81,167.514,229.94125,271.989,176.18525,121.401,164.0195,200
1730,201.5725,167.1525,232.5615,279.047,177.326,131.8105,153.45275,200
1731,193.506,168.37625,226.211,263.44075,179.84725,112.78325,153.53075,200
1732,196.1955,195.1245,229.71925,267.0056667,176.79,133.28175,165.97675,200
1733,195.9275,188.30225,229.40425,280.68925,177.0065,129.44875,167.35975,200
1734,192.3335,216.1225,229.10275,273.992,177.736,118.21475,155.25825,200
1735,196.83425,215.459,230.5665,263.202,176.9675,129.604,153.21525,200
1736,199.1405,202.898,231.9045,272.354,177.5105,119.40575,157.9645,200
1737,191.627,181.8565,229.35075,270.3915,177.24075,128.20725,155.977,200
1738,191.061,183.6245,232.06325,273.7153333,175.8535,112.1955,158.37675,200
1739,192.833,167.23175,232.27475,271.20025,176.011,124.39575,152.41175,200
1740,192.6795,199.88125,236.5925,274.1353333,175.01475,116.35975,170.34925,200
1741,201.764,178.305,237.21375,265.046,175.13125,136.7185,150.94475,200
1742,187.8045,200.63425,242.42025,271.02275,175.61375,120.19275,184.76375,200
1743,189.5115,211.48325,242.93325,272.934,173.52975,107.818,158.3735,200
1744,188.73775,196.3795,232.943,274.0495,173.6995,108.44725,162.3985,200
1745,189.85925,210.43525,236.12975,273.644,173.394,109.406,170.686,200
1746,193.374,222.14525,236.76175,275.9085,172.71025,116.546,172.136,200
1747,194.917,187.22325,231.1205,271.48375,173.13725,126.1215,146.00475,200
1748,193.7755,176.52325,233.536,281.5356667,173.86225,131.56,148.85625,200
1749,196.27225,192.84925,238.04,276.982,174.044,137.45575,161.05175,200
1750,196.044,235.085,233.96925,273.307,174.3555,110.05325,151.103,200
1751,194.8425,184.66575,232.64425,278.427,172.98125,109.44375,145.75825,200
1752,190.91025,164.94775,230.30775,278.402,174.55225,113.00275,144.54625,200
1753,191.13825,172.9875,230.58225,282.257,173.581,121.1555,145.2695,200
1754,188.48925,190.12775,234.5945,287.0336667,174.70125,110.9045,142.15725,200
1755,197.11375,193.887,231.327,281.04825,174.20825,116.741,143.30175,200
1756,189.63025,165.499,228.16725,280.4556667,174.00525,117.08675,146.88825,200
1757,196.12775,184.2215,229.32625,273.74975,175.59125,137.898,148.86325,200
1758,198.69875,236.1895,225.766,279.7306667,177.46075,127.065,149.52075,200
1759,200.5255,208.7435,231.22875,284.8,178.195,126.83275,153.37975,200
1760,197.74625,236.533,229.63475,277.6366667,179.8135,131.944,152.0635,200
1761,201.9755,227.76375,228.62875,266.89075,182.355,132.6645,171.6885,200
1762,200.779,169.438,228.13325,271.38925,182.26175,133.9925,157.06875,200
1763,205.199,210.54325,227.13075,276.645,182.0205,131.43275,164.813,200
1764,203.387,177.23125,227.8845,280.056,184.04225,136.35475,158.555,200
1765,209.8535,219.01475,230.4565,278.3566667,188.14375,130.1725,160.48,200
1766,205.11775,209.07825,234.824,276.236,190.12375,125.957,164.706,200
1767,212.228,229.15275,231.164,272.6476667,192.849,141.6825,177.83175,200
1768,200.105,183.65925,230.286,273.135,193.4025,121.44975,163.64725,200
1769,206.8205,195.121,231.41375,272.7273333,189.6295,136.84,167.73625,200
1770,205.66825,210.80925,231.90975,269.5595,189.1325,125.3,166.328,200
1771,214.31925,179.05075,232.237,279.7565,190.77225,120.545,165.0875,200
1772,213.475,207.54575,236.41075,268.66,190.97375,126.349,166.92975,200
1773,218.1,200.13775,240.58425,262.9945,190.629,124.191,168.377,200
1774,211.603,197.91,248.011,263.3435,195.80275,128.40075,170.8165,200
1775,215.4243333,222.31475,232.9505,283.045,198.07275,128.02875,179.598,200
1776,213.448,178.871,240.3515,283.7345,199.551,126.59325,193.222,200
1777,216.75625,176.59825,246.4075,273.588,198.252,125.21475,178.0646,200
1778,209.46375,202.33675,250.04975,273.26925,197.88375,139.94375,167.8773333,200
1779,211.6386667,192.29125,259.75,276.1193333,197.32125,148.156,178.794,200
1780,211.4402,225.01925,262.326,276.103,197.128,131.208,174.6135,200
1781,213.37075,176.958,255.404,273.821,196.1825,148.43025,175.3835,200
1782,209.8263333,175.70625,253.6405,277.992,196.9555,145.8075,170.68675,200
1783,210.973,177.1525,253.1425,278.5305,196.443,124.97675,165.88775,200
1784,215.02175,196.54225,251.66575,274.719,196.76025,133.9865,167.43075,200
1785,220.453,204.59575,247.67025,282.72325,196.6715,126.1915,170.6475,200
1786,210.5506,210.85325,268.808,291.578,197.22525,144.1175,173.50925,200
1787,215.3113333,187.09775,278.36325,281.081,195.91625,126.62825,173.403,200
1788,211.3808,217.91475,268.4455,286.569,195.70575,138.58075,170.69375,200
1789,209.05575,188.634,277.352,284.525,195.02725,147.602,166.18025,200
1790,208.25875,202.16075,263.7735,285.68875,195.1555,126.08825,167.4083333,200
1791,207.9295,215.1865,262.1533333,284.3096667,195.27925,143.629,172.967,200
1792,210.258,219.34725,262.995,283.83525,197.115,142.40575,187.75825,200
1793,209.273,223.94475,269.85575,283.962,196.65275,149.26625,197.4666667,200
1794,208.7472,236.11225,269.1836667,283.15175,195.1245,124.63675,171.6924,200
1795,211.6713333,238.98425,265.52475,279.914,193.78975,126.14925,166.038,200
1796,214.7552,190.543,274.03225,288.73625,195.096,136.7155,169.03625,200
1797,208.9706667,213.459,272.115,288.4833333,193.9205,122.253,168.8885,200
1798,208.26025,182.9585,266.06475,283.4093333,193.7935,130.4353333,178.304,200
1799,209.1632,211.80825,263.52475,282.388,193.20925,156.3048,169.013,200
1800,207.97325,210.051,267.5973333,282.2526667,192.14,141.184,185.501,200
1801,210.74,174.5685,266.25275,283.2115,193.319,134.2665,175.59,200
1802,209.208,175.57975,264.486,284.9396667,191.94375,140.2966667,173.3566667,200
1803,212.2883333,215.311,263.0673333,282.5605,195.14925,139.74275,198.1405,200
1804,208.51175,185.31175,264.31325,287.5636667,194.5505,134.3464,174.2824,200
1805,208.68525,175.81275,259.016,282.085,195.33775,125.903,170.209,200
1806,207.926,176.305,260.8443333,280.3763333,193.83925,127.6433333,166.9785,200
1807,208.99825,191.1825,261.49675,279.6995,192.71625,144.9052,184.219,200
1808,207.967,182.52775,261.55575,284.2796667,192.62325,125.796,167.013,200
1809,210.942,189.9285,268.6253333,286.677,194.82875,123.4295,172.0586667,200
1810,212.461,204.6365,259.23925,283.2296667,193.4675,133.0633333,196.88575,200
1811,206.88025,192.692,259.9615,292.6253333,193.717,143.2936,181.5866,200
1812,208.107,175.50525,252.79175,281.31975,193.07275,137.8983333,168.33525,200
1813,211.04225,175.954,262.805,279.8523333,193.6625,133.2338,169.92825,200
1814,211.55575,198.54325,269.777,284.221,194.07875,139.2296667,190.828,200
1815,212.3935,175.974,265.133,278.0613333,197.2595,136.7304,170.2023333,200
1816,208.802,176.45325,262.4856667,281.61875,194.9125,138.4496667,169.91625,200
1817,211.6895,176.12975,258.52925,291.3703333,196.38175,150.6998,170.30125,200
1818,210.0095,176.688,260.0445,272.80525,194.8635,143.0583333,175.51625,200
1819,216.93975,175.86325,269.28925,279.72,195.2315,138.53,199.34775,200
1820,209.887,174.992,266.1546667,279.30275,195.36775,135.3092,171.33175,200
1821,225.79625,176.5735,259.68925,277.1046667,196.1755,126.4665,172.11775,200
1822,211.23825,176.11975,264.11675,280.5995,195.806,134.685,171.839,200
1823,211.57775,180.78925,264.8853333,288.071,196.9195,144.09475,172.2825,200
1824,207.86675,178.25975,266.10725,271.587,193.9015,134.385,166.879,200
1825,209.665,250.48,262.7845,285.4996667,192.782,137.74175,173.2555,200
1826,206.6055,220.7248,270.9506667,284.49125,192.56325,141.466,168.466,200
1827,217.22575,203.1156667,265.2865,281.2123333,194.2975,145.45325,297.3566,200
1828,208.39075,249.836,265.518,279.8305,194.7365,126.9686667,170.4315,200
1829,210.49275,225.846,272.017,280.9053333,193.70525,148.837,166.85625,200
1830,207.66025,192.3545,260.38575,289.7475,194.0005,131.53,176.58025,200
1831,210.095,244.50825,262.54025,277.49,192.7395,133.9455,165.6415,200
1832,199.041,196.0972,268.8026667,282.65125,189.91375,129.4616,162.069,200
1833,199.28975,196.6836667,265.6025,281.3903333,187.5015,125.9085,160.672,200
1834,198.987,205.27325,261.639,290.712,183.65275,129.4306667,155.9225,200
1835,199.14625,202.7824,272.5443333,287.85625,183.161,141.4298,155.82975,200
1836,205.8975,191.9776667,265.89075,283.096,181.01325,116.71075,151.74975,200
1837,200.82175,224.84875,261.3596667,284.3865,181.92775,134.17725,152.65825,200
1838,200.7015,187.87275,262.25,279.8846667,180.437,117.8123333,173.1245,200
1839,206.184,212.019,266.123,282.59325,180.915,125.271,151.61025,200
1840,198.55625,212.71475,266.914,287.318,181.015,130.7036,155.24575,200
1841,198.94125,199.20375,258.4423333,280.078,180.6175,121.4895,163.58075,200
1842,195.9225,206.31625,263.933,279.4023333,181.0785,127.3625,154.3555,200
1843,198.52175,206.88925,253.481,276.9075,180.53925,116.06525,158.64775,200
1844,202.59625,195.98175,249.1865,276.1636667,180.56425,125.02,177.33325,200
1845,204.0075,181.102,249.9455,280.8115,180.424,131.99625,159.147,200
1846,200.66925,168.8635,245.765,281.5246667,181.577,119.9795,156.6775,200
1847,202.968,171.1085,244.21775,284.43075,181.986,123.52225,156.08775,200
1848,203.972,170.9155,246.3205,272.7326667,182.0755,123.29875,161.5825,200
1849,199.3035,169.8965,244.56325,285.026,184.037,121.81225,156.00425,200
1850,200.15125,171.3945,238.518,282.8363333,184.099,119.95875,152.62375,200
1851,201.8845,170.6895,237.93925,278.22475,184.68325,140.148,153.7895,200
1852,195.04,170.94425,239.62125,283.0676667,186.5895,124.182,177.3515,200
1853,209.06925,170.596,239.43475,281.59575,182.926,127.937,161.9575,200
1854,202.1715,178.05925,231.666,280.541,185.59775,134.9045,193.29525,200
1855,200.98325,170.1175,230.955,279.58975,184.1355,142.481,173.1285,200
1856,206.091,172.21325,237.497,277.354,184.68925,122.481,155.34225,200
1857,205.693,172.1935,234.2505,281.347,185.0695,129.3246667,154.8755,200
1858,201.2725,178.36125,234.69125,277.2873333,186.25075,125.4062,158.037,200
1859,205.81125,211.46625,239.509,280.572,186.463,117.2895,166.27225,200
1860,202.805,171.939,239.58775,282.393,186.41,121.81375,179.9735,200
1861,203.489,171.48475,237.85275,285.98525,188.6125,133.955,160.53675,200
1862,204.69175,176.55025,235.6565,287.3226667,189.412,136.1663333,164.64525,200
1863,209.4825,211.98,235.8135,281.98275,190.509,146.4865,161.86025,200
1864,204.271,209.40375,235.7835,283.7456667,191.70975,126.582,163.99525,200
1865,217.8105,189.62325,235.076,277.93375,190.184,121.56525,159.76675,200
1866,216.13075,173.8065,235.05925,285.7533333,191.75575,128.545,186.837,200
1867,209.0945,231.0425,235.8555,285.55,190.834,119.659,165.63525,200
1868,203.88,177.73225,239.17925,294.32675,194.7605,130.6945,165.5665,200
1869,211.1135,186.34175,238.6115,288.3433333,191.5505,144.8655,166.32025,200
1870,209.03375,196.41175,241.34075,281.08275,192.94275,129.74725,168.17425,200
1871,213.12025,208.72775,237.65575,274.3276667,194.208,131.0095,167.05375,200
1872,211.5035,229.78675,236.5035,276.1845,194.9665,131.60375,169.7215,200
1873,218.0965,227.507,244.3685,285.762,193.6215,134.09975,168.2125,200
1874,207.66975,223.8205,238.4935,284.12975,193.29575,146.508,162.995,200
1875,215.447,193.28875,239.1025,286.3186667,191.70075,139.95525,167.26725,200
1876,208.6715,193.70325,247.02125,282.056,192.68625,127.32025,159.25975,200
1877,207.41775,213.01,243.7125,285.3956667,191.64975,152.17075,167.4855,200
1878,207.1335,224.92175,242.45125,282.49425,191.68025,133.97925,162.768,200
1879,207.413,194.70075,245.23575,273.8993333,191.1,130.64825,165.2995,200
1880,208.55225,202.78,245.94675,268.33775,192.31125,146.328,165.9935,200
1881,208.9035,194.9555,244.4105,284.801,190.46575,145.25625,164.698,200
1882,205.1515,184.72025,247.435,273.95925,189.67025,134.53925,193.38325,200
1883,208.18475,174.283,246.6605,274.3493333,190.4465,130.17225,198.5195,200
1884,204.844,173.53075,246.8893333,270.19525,190.79825,130.12675,178.7565,200
1885,204.554,174.5035,255.277,271.00975,190.3465,130.9705,162.19325,200
1886,207.55975,173.66025,247.182,277.8156667,191.5245,126.54075,159.4915,200
1887,207.255,174.622,254.04075,272.697,191.53,149.961,158.54225,200
1888,205.432,173.57925,260.46575,274.5626667,190.84925,135.71525,160.754,200
1889,213.39225,176.02275,256.5796667,274.20125,190.6135,129.9005,163.37325,200
1890,205.794,191.6255,261.3855,279.63125,192.2185,132.86825,162.30225,200
1891,207.13475,175.162,258.70475,272.925,191.82625,142.3425,159.29175,200
1892,207.2645,203.37875,250.4413333,273.51125,192.05125,133.65275,166.8795,200
1893,206.668,187.4105,355.3026667,274.959,193.3115,137.259,167.932,200
1894,213.90825,175.169,273.538,283.254,191.8725,122.64,161.34775,200
1895,210.58675,180.67025,278.0483333,283.3353333,191.25575,127.6025,165.055,200
1896,205.8915,217.701,274.18825,276.66625,192.3115,131.2145,162.43325,200
1897,207.2715,190.3875,271.49825,277.3073333,191.86975,140.716,180.9516667,200
1898,206.628,212.2285,270.3593333,274.66725,192.93375,135.30975,191.168,200
1899,211.96125,222.51325,279.22675,286.2676667,191.9785,124.349,165.216,200
1900,205.997,247.153,277.7633333,275.72625,191.38325,125.9875,161.25075,200
1901,211.8625,226.17825,269.9605,276.572,190.64475,148.249,156.6315,200
1902,207.88,199.02075,265.037,273.97475,192.681,130.22,163.2125,200
1903,209.811,200.7736667,264.22125,277.8543333,190.38875,143.96525,162.9713333,200
1904,204.76125,197.5702,265.60875,275.93575,192.00725,144.246,172.8708,200
1905,206.496,175.4465,267.484,275.4575,192.27575,139.71525,167.73225,200
1906,206.20025,212.3656667,270.1735,278.1926667,191.20425,140.29,164.657,200
1907,208.07325,219.8512,267.12625,282.08125,191.68975,138.691,160.21125,200
1908,205.646,196.1136667,264.295,285.4853333,189.71025,139.77625,161.61125,200
1909,206.6655,236.33425,267.67875,275.577,192.13125,133.49275,162.2295,200
1910,206.936,194.4714,270.25725,276.7726667,192.17325,142.1235,166.242,200
1911,208.015,181.213,264.5043333,277.25925,191.1845,137.626,163.54675,200
1912,208.99525,174.262,273.966,279.0126667,192.43375,126.776,164.95525,200
1913,209.8885,174.25475,265.4313333,273.4905,191.74425,120.851,162.51675,200
1914,205.2745,181.441,266.495,284.707,192.73575,126.13525,165.73475,200
1915,214.222,173.999,265.75075,277.49925,192.0085,152.157,163.898,200
1916,208.53425,175.20225,267.1973333,264.0905,192.34275,136.435,164.24075,200
1917,220.21175,175.2485,269.23175,268.8173333,192.96725,122.60525,166.084,200
1918,206.0135,174.255,258.62125,277.568,192.6185,132.4805,167.25375,200
1919,219.87325,192.249,265.85,266.3313333,192.28175,130.80825,166.738,200
1920,204.7185,227.25925,270.589,274.5655,192.893,132.20325,169.576,200
1921,205.44925,206.2788,261.86,272.16625,192.05225,134.8285,181.3776667,200
1922,220.95725,173.8603333,260.3183333,278.8586667,193.44925,128.2285,175.7832,200
1923,206.99075,200.3032,260.19575,267.93425,194.0275,127.91625,198.2246667,200
1924,206.96275,213.1003333,259.73,271.125,193.28275,127.47025,179.633,200
1925,212.99475,219.26475,248.94125,271.757,191.97675,122.9525,181.75325,200
1926,207.26125,220.854,262.15575,279.69225,192.7285,141.62525,164.68125,200
1927,206.6525,182.5775,252.0396667,271.2256667,192.16225,123.10975,170.827,200
1928,206.98175,174.544,267.7715,268.43925,192.84,126.54325,165.35725,200
1929,202.3375,217.058,261.211,265.888,192.77175,129.05425,166.30425,200
1930,210.42325,239.49725,253.13825,270.82725,193.358,139.84025,164.6265,200
1931,208.752,207.77275,250.4886667,272.01025,191.71,134.0975,164.18875,200
1932,205.51775,187.527,259.797,269.716,192.3305,151.21575,167.1775,200
1933,207.07275,174.95875,259.90775,277.22125,191.822,125.6,162.01875,200
1934,210.2195,189.79625,252.17275,270.534,191.0055,141.9865,162.3665,200
1935,209.81775,208.44925,260.1636667,280.2263333,191.52825,123.05825,161.8075,200
1936,205.7105,175.348,262.1005,269.50975,189.264,133.0075,163.59725,200
1937,211.34475,218.89275,266.3015,281.9893333,189.92425,147.49,161.1875,200
1938,202.6515,175.38,268.513,278.65775,191.25875,128.724,164.082,200
1939,208.635,204.83125,263.1285,279.248,192.08675,148.72625,159.8085,200
1940,205.9275,181.66625,260.9015,269.17775,188.4345,141.96725,161.055,200
1941,210.7125,190.1105,258.3706667,279.8653333,189.676,144.1645,165.12975,200
1942,206.25575,212.21725,266.307,267.5645,189.0675,144.2355,164.64025,200
1943,207.19475,224.62,257.7605,286.6953333,189.1585,126.03375,159.99725,200
1944,202.14225,187.70375,259.479,270.4325,188.005,132.303,156.1795,200
1945,203.0325,223.61125,257.8795,271.6325,187.91525,119.91925,158.322,200
1946,212.967,211.229,255.6643333,279.235,187.404,124.2175,194.3293333,200
1947,207.575,192.6085,252.89925,276.235,186.624,125.036,170.8558,200
1948,210.49125,173.12375,251.75025,272.523,186.009,132.48775,156.4605,200
1949,206.69975,172.251,264.516,269.566,188.59475,117.2545,160.494,200
1950,204.036,173.68225,257.4873333,282.0895,189.898,121.3275,169.82875,200
1951,209.407,173.22575,253.80825,274.8936667,187.5585,123.11925,172.816,200
1952,203.7515,175.6585,264.2595,268.03875,188.67525,142.73275,154.65275,200
1953,203.5515,173.78625,254.23975,271.85,188.2275,152.8205,152.13875,200
1954,202.9335,174.464,259.639,274.877,188.7725,121.6965,169.53275,200
1955,206.83175,173.693,251.0005,270.179,186.95775,123.2025,163.228,200
1956,206.853,217.851,248.50475,273.1233333,187.8965,137.90525,156.60225,200
1957,204.509,209.08275,246.451,276.9125,187.04825,128.7965,152.465,200
1958,200.88825,212.18575,248.96125,269.118,186.17525,120.817,180.667,200
1959,208.169,203.0965,244.8545,276.494,186.689,111.91375,161.2264,200
1960,200.05175,219.6055,241.76725,276.8643333,182.97625,136.61975,151.68825,200
1961,200.3655,232.0545,241.7995,274.9475,182.6225,132.6715,149.4895,200
1962,197.93575,236.41825,240.88975,278,183.06775,134.1275,148.31125,200
1963,198.73725,225.68475,242.933,267.1623333,181.1295,115.19,151.98675,200
1964,201.862,204.06725,240.19775,281.94925,181.52875,123.26175,151.896,200
1965,200.25025,216.5566667,244.40275,278.6206667,184.4305,125.128,150.13275,200
1966,197.9485,215.1138,239.3605,274.184,184.02475,129.8475,149.478,200
1967,202.2325,203.705,243.72325,281.8423333,183.63575,138.17125,153.2903333,200
1968,197.766,176.881,239.1125,269.98525,183.17425,138.36925,177.3036,200
1969,207.855,170.85075,236.2745,281.362,182.77475,145.35625,147.84675,200
1970,198.198,170.2985,235.0525,280.704,183.5135,119.56175,150.94,200
1971,197.69925,171.42825,234.13125,270.57175,183.7375,136.5315,151.25175,200
1972,198.422,172.92675,238.05625,270.847,185.77275,119.36425,150.52375,200
1973,204.62325,175.8255,238.42975,278.8765,183.85675,134.44625,172.157,200
1974,200.23975,225.93875,238.54275,276.1353333,186.143,127.769,151.31775,200
1975,201.51625,170.7525,238.56125,267.64125,186.3405,118.66375,151.21125,200
1976,199.656,174.77575,237.19275,266.61025,185.647,131.308,167.6193333,200
1977,198.40625,212.053,235.7915,270.7353333,186.7445,127.432,170.4376,200
1978,201.722,193.5866,240.2575,260.46025,185.5335,136.78275,154.7613333,200
1979,203.64775,170.945,236.853,269.78525,185.08075,119.592,166.8176,200
1980,204.3615,172.11575,238.093,270.2736667,188.804,136.5985,151.6863333,200
1981,205.61375,171.495,236.7875,282.2435,188.44375,144.09325,153.9062,200
1982,215.1865,173.48475,240.21075,265.1453333,189.12625,126.73425,154.5805,200
1983,206.96675,173.29375,235.667,275.5745,188.71025,119.97575,159.5786667,200
1984,203.038,191.50675,234.70175,273.65,191.563,129.33625,168.11225,200
1985,202.726,194.30475,236.8325,274.8546667,190.428,118.843,169.9005,200
1986,209.0945,173.3685,234.59825,275.2975,188.846,142.5075,161.38175,200
1987,208.96425,245.0906667,237.427,268.4973333,188.39775,136.93925,163.15675,200
1988,206.9865,219.43725,237.55775,271.42075,189.8505,120.9945,163.68925,200
1989,208.132,200.00875,232.32975,281.3346667,189.66125,132.259,159.401,200
1990,212.1045,187.9312,236.43475,262.4745,192.50975,134.6215,154.235,200
1991,207.60175,174.68625,234.05025,274.72725,188.79875,139.16725,161.22525,200
1992,204.1385,173.0145,233.40475,274.255,188.58625,127.2025,152.677,200
1993,211.4715,173.97,237.93225,280.81125,188.0615,143.3285,152.05775,200
1994,201.6515,188.90475,235.7725,272.7403333,190.21175,124.9955,151.67475,200
1995,207.966,230.5393333,236.81175,273.1005,187.21075,121.7355,173.915,200
1996,202.33775,195.1445,240.74425,274.661,187.44525,141.67375,168.73775,200
1997,202.48575,245.6775,237.14375,280.5626667,188.89075,147.564,148.5435,200
1998,199.9195,212.15125,242.0656667,275.33625,187.35225,137.328,148.54075,200
1999,198.13525,197.6086,239.03775,280.2463333,185.17875,138.8035,148.078,200
2000,197.21275,195.349,238.61525,266.98325,182.55725,124.4045,151.0195,200
2001,212.54375,199.197,239.59275,278.17,184.0985,136.81,159.35375,200
2002,200.72,219.28175,244.506,283.28175,183.206,125.33675,152.52025,200
2003,204.2135,201.91425,243.4,280.3076667,182.42425,142.781,147.0045,200
2004,198.3375,230.55825,242.328,274.16825,182.33275,142.64375,167.0955,200
2005,204.72175,201.029,238.70375,279.0113333,180.9635,134.46925,183.538,200
2006,197.74125,194.98475,241.43175,278.49625,181.647,118.53225,170.2175,200
2007,199.14375,210.6945,251.3065,269.97975,181.4505,122.37675,153.23425,200
2008,197.8,216.167,242.54625,295.2586667,182.0565,125.9285,149.68225,200
2009,197.4615,202.5865,245.31075,281.6166667,182.37975,128.06575,148.5065,200
2010,197.37975,205.464,248.6655,281.28725,181.30575,136.82925,148.2415,200
2011,198.24625,201.81975,244.483,274.571,183.594,125.50075,150.485,200
2012,200.4245,190.03025,244.2075,275.12825,184.10575,127.21275,149.92075,200
2013,201.66475,200.423,249.086,272.839,184.5225,124.09825,151.1125,200
2014,196.08375,218.0755,240.8575,288.2286667,185.3435,122.69775,154.11325,200
2015,199.242,208.41375,239.7035,278.4705,184.07825,132.456,150.33325,200
2016,205.2185,194.87125,241.119,269.4653333,183.42575,128.313,151.9295,200
2017,207.11025,221.30525,238.93975,271.58975,184.086,146.896,152.147,200
2018,204.8495,188.317,243.0535,278.0666667,186.24575,128.17225,170.825,200
2019,201.856,203.61825,242.63725,282.55775,187.501,130.9575,157.2085,200
2020,204.79375,208.21325,240.40925,277.5216667,186.43,134.7635,190.886,200
2021,203.975,225.54675,240.60875,277.11925,186.23675,135.978,155.179,200
2022,200.79,179.0505,240.95325,276.478,187.7455,126.64325,152.5725,200
2023,202.03975,201.69425,241.6915,276.01775,185.593,114.75775,152.13425,200
2024,206.5175,206.7085,237.08025,280.542,186.643,128.31175,158.338,200
2025,205.00125,190.52275,239.1515,283.2486667,188.505,122.16225,178.1655,200
2026,205.1715,179.34775,236.59025,274.73725,185.855,136.8005,158.00075,200
2027,203.67725,172.965,232.4395,278.9113333,186.149,148.55,151.696,200
2028,201.8925,171.53075,236.83425,285.175,187.12475,133.77,152.40525,200
2029,203.701,216.917,237.42625,294.97575,188.58525,147.4475,182.75425,200
2030,199.62,244.745,241.6335,293.2246667,188.12825,138.93425,163.895,200
2031,212.60525,213.21925,238.58325,303.506,188.2725,137.9085,179.505,200
2032,202.512,171.42925,239.854,311.0925,187.96975,130.942,155.28575,200
2033,202.10325,187.7535,237.9506667,322.4143333,186.827,115.71725,158.476,200
2034,199.691,205.19425,244.23975,304.5186667,188.62725,130.93625,167.58475,200
2035,201.90975,209.00975,241.06475,311.0106667,187.575,122.06925,162.817,200
2036,207.047,213.54875,236.3685,311.4643333,187.6595,121.1555,184.71475,200
2037,207.301,196.67725,236.32575,308.0686667,185.88225,131.83075,164.484,200
2038,200.98075,179.96575,233.57625,311.5026667,187.233,125.95375,156.92875,200
2039,202.93,173.49575,235.597,304.03425,188.16775,136.14575,186.40025,200
2040,203.87475,171.89875,241.38825,318.454,187.40275,129.0775,158.82175,200
2041,200.5575,196.22975,236.68075,319.6996667,185.928,123.97925,159.51,200
2042,200.309,199.2905,234.837,317.8846667,186.564,143.96675,156.49675,200
2043,204.19025,173.26275,237.548,305.376,187.0375,125.04825,160.8975,200
2044,202.09425,190.61925,243.8485,315.7553333,186.444,133.30875,157.5355,200
2045,219.4395,221.74675,243.0385,330.3303333,187.431,132.78225,172.94575,200
2046,203.68875,232.24275,242.02925,325.1483333,185.87175,134.1815,173.60225,200
2047,206.5635,211.04725,239.7395,325.9786667,186.47475,142.32325,157.99125,200
2048,198.13825,173.0295,248.79975,322.9236667,185.78625,129.14,158.1675,200
2049,215.804,173.97475,238.9245,314.79775,187.8345,122.573,183.629,200
2050,205.8065,171.701,239.6395,313.2576667,187.50775,130.303,195.295,200
2051,205.52225,173.844,237.9565,294.217,187.4985,127.05875,175.0305,200
2052,203.13375,173.91825,240.618,297.451,188.5005,136.02125,198.5715,200
2053,204.28975,172.1725,239.2435,296.9425,188.47025,149.75625,179.36875,200
2054,202.0305,192.959,237.736,323.8853333,188.148,123.31575,157.35925,200
2055,204.91775,204.13,244.91075,324.868,187.70975,120.2205,156.473,200
2056,206.96675,189.13575,237.60375,323.506,184.83575,127.5205,155.06025,200
2057,203.8815,190.68475,243.08925,331.8086667,184.42925,117.5015,151.846,200
