Time,Min hop D,Min hop A,Least loaded,CDC,INDICES 2D,INDICES 2A,INDICES 3B,SLO
658,189.713,188.5295,228.029,286.0303333,172.0185,118.6095,148.38875,200
659,195.10625,187.2386667,224.30075,285.2695,170.37325,130.61625,143.69225,200
660,188.052,221.753,233.54075,287.4283333,172.7245,133.124,145.05975,200
661,191.19325,189.531,225.82475,278.6896667,173.7915,111.96725,143.29675,200
662,188.4235,164.88025,227.48625,286.609,170.1845,115.71075,153.632,200
663,189.0445,163.7373333,230.09875,277.55275,171.5505,137.8235,148.18725,200
664,186.92725,219.63325,230.047,293.2096667,171.02525,127.89225,168.00675,200
665,194.01225,208.021,229.6525,279.4843333,170.82175,120.0795,145.89625,200
666,188.646,164.68,226.2015,288.8695,171.2505,116.01175,147.1465,200
667,194.82925,175.405,223.97875,284.517,172.136,127.036,148.39075,200
668,196.1743333,178.4765,228.926,281.179,171.7005,128.0845,146.074,200
669,194.2552,165.7015,229.3245,284.473,170.9275,131.206,144.9725,200
670,194.01275,170.6615,228.33725,282.19225,169.8975,115.54775,145.95525,200
671,189.65475,181.1495,226.3495,283.6976667,171.814,119.95925,144.17075,200
672,200.0183333,165.56825,228.42875,283.868,171.62225,120.70375,144.95075,200
673,196.4402,175.487,228.3175,282.136,172.21025,114.8875,156.35375,200
674,192.75125,199.111,229.6485,284.9256667,172.38725,139.012,146.90375,200
675,195.187,181.8493333,229.24825,286.57925,171.63575,120.4945,147.4855,200
676,199.85225,183.3488,231.15025,297.0943333,170.6315,127.10525,150.80175,200
677,193.342,166.6093333,227.493,291.855,172.804,134.22575,145.047,200
678,193.61975,206.2392,224.5985,279.9353333,171.308,126.61475,148.28225,200
679,193.329,166.24025,228.058,282.83575,172.09075,128.519,146.297,200
680,190.77075,164.05775,227.97625,285.8936667,171.999,129.7245,145.70725,200
681,188.56175,165.552,228.25325,288.809,173.497,113.7445,146.0955,200
682,192.48725,164.8085,228.81475,286.035,172.77575,110.06625,145.92875,200
683,190.20675,164.7883333,223.70225,286.8166667,174.329,114.85325,143.07275,200
684,191.1645,198.7652,227.69875,285.6465,172.36325,128.719,144.10575,200
685,193.78025,185.49775,224.97175,282.286,173.623,120.7915,145.2415,200
686,195.84325,204.7223333,227.63,289.09625,172.79925,119.251,142.84525,200
687,187.928,222.03075,219.6545,277.731,172.7885,128.73025,143.855,200
688,190.09275,203.2484,225.274,281.42925,174.223,123.17475,144.35825,200
689,195.53925,165.6465,225.568,284.6893333,174.38375,115.581,144.92275,200
690,188.158,167.234,225.67425,285.931,174.1145,118.85475,147.601,200
691,190.05325,166,225.96125,287.055,173.52525,112.29325,142.05475,200
692,190.4646667,207.41325,225.6725,283.2356667,171.815,121.2615,143.4875,200
693,201.6738,164.0615,225.9085,274.443,172.6035,112.1155,148.854,200
694,191.555,205.792,225.83725,277.9666667,173.421,128.7185,140.93875,200
695,191.3195,207.126,223.213,277.76725,174.018,132.56825,155.97425,200
696,192.075,235.27975,219.87825,280.0093333,174.37175,115.545,146.5275,200
697,193.8256667,203.84525,227.13675,278.34475,174.1835,124.54175,145.78125,200
698,198.095,213.88025,228.03925,271.34725,173.5305,110.4415,147.73525,200
699,193.598,198.2246,225.4325,271.873,174.74525,127.85375,145.26525,200
700,192.4714,209.3446667,222.80575,277.68875,174.84775,111.88075,172.993,200
701,194.4053333,214.541,220.544,280.508,172.908,110.166,147.151,200
702,194.2645,204.31475,224.44575,270.164,174.821,108.82475,146.93625,200
703,196.1162,183.4365,227.77325,280.3156667,174.12875,113.9745,143.354,200
704,192.90875,228.28375,220.078,286.439,173.65375,118.5095,142.4655,200
705,193.339,214.11,224.079,276.202,173.827,112.28375,169.3526667,200
706,191.309,235.12575,238.1405,273.017,173.99,127.85725,157.3736,200
707,191.47875,215.4855,237.0075,276.21025,173.771,113.932,164.70425,200
708,190.1115,234.53525,236.9845,284.2773333,172.85025,108.99825,140.88825,200
709,187.0953333,210.095,249.7516667,280.8513333,172.046,120.0835,159.45225,200
710,188.00875,192.8775,232.11825,277.207,171.52825,106.5773333,142.6635,200
711,190.92375,182.3655,232.0395,280.01925,171.9943333,118.0498,142.47925,200
712,194.6435,193.19725,223.571,281.668,171.516,109.75875,148.951,200
713,195.0352,203.168,223.74625,286.8546667,171.7155,113.70225,140.954,200
714,189.427,176.3035,226.8085,278.3915,173.003,131.481,147.973,200
715,191.0882,217.81925,221.2165,275.9005,171.80475,122.32,154.7395,200
716,188.9313333,169.092,226.58325,275.7303333,171.77475,106.78725,141.72425,200
717,189.375,164.4515,223.87675,283.314,170.6125,121.2725,161.032,200
718,188.70875,164.75875,223.17375,274.4276667,171.6025,125.649,139.03725,200
719,187.84825,163.73975,226.8305,279.69925,172.1905,130.06625,140.4095,200
720,193.759,163.24525,227.358,274.1173333,171.7565,126.4116,140.84525,200
721,192.5135,187.4715,225.49325,276.394,171.471,118.6355,144.12175,200
722,185.5285,231.09925,222.1295,273.4883333,172.7125,116.3346667,142.78725,200
723,189.7,194.6075,220.8805,261.3255,169.99125,119.9332,140.824,200
724,188.22825,198.017,226.1055,276.8295,169.99425,113.17775,143.295,200
725,194.29725,231.298,227.535,263.6233333,168.98375,115.446,149.7596667,200
726,191.66175,200.7275,224.48875,276.177,169.0015,107.6743333,161.7174,200
727,193.14975,232.8995,227.00825,256.06425,169.7205,136.0376,142.6225,200
728,187.3995,214.86325,225.25125,265.2886667,171.66775,125.561,140.3056667,200
729,190.06975,217.3,222.58375,259.509,169.88175,128.5875,179.1755,200
730,189.8555,234.58275,224.85925,269.00975,169.71125,124.36675,150.4964,200
731,194.599,213.555,223.90225,263.0305,170.08925,121.2385,141.9165,200
732,187.21875,190.04275,223.21975,261.69,170.70325,122.76275,141.5005,200
733,189.35825,180.81475,229.44025,268.71275,170.571,109.1175,145.457,200
734,187.86825,181.20025,228.0315,273.85225,170.00725,108.86575,174.984,200
735,191.5735,164.37025,225.5475,272.3556667,170.26975,116.882,173.6265,200
736,186.13475,165.9525,230.35425,279.275,170.878,107.2643333,145.7335,200
737,189.72475,164.63175,224.205,266.034,171.8685,126.563,142.63275,200
738,193.8655,198.86275,232.616,270.51,170.27775,115.7822,141.59575,200
739,187.17225,180.0535,229.2845,275.9325,170.64275,109.54325,151.2975,200
740,188.98675,219.144,224.645,264.5243333,171.41,130.54125,142.4915,200
741,190.3255,163.848,228.473,268.60975,171.50625,122.985,150.928,200
742,187.953,165.53825,228.0565,266.10975,171.03875,129.9385,140.7595,200
743,200.71225,165.854,224.48725,274.048,171.4135,116.7276667,149.5216667,200
744,194.15675,185.177,227.7035,264.00025,175.07125,132.66275,155.0746,200
745,204.9965,237.1755,226.05475,270.585,176.55175,123.06475,157.6825,200
746,198.13625,221.6375,225.205,271.14975,177.6245,138.6158,149.11525,200
747,199.73175,218.46625,229.34125,262.26675,180.23025,137.77225,159.19375,200
748,200.863,216.44425,233.68175,273.691,179.45325,113.9195,150.0865,200
749,201.71225,223.206,233.915,278.70025,181.33775,117.953,149.1805,200
750,200.0865,210.22675,235.76575,268.64,181.75125,132.3123333,162.51625,200
751,210.18375,193.07225,239.88925,277.8786667,182.43125,131.99975,152.3053333,200
752,202.302,195.96425,249.418,274.25,182.87225,149.71225,161.70525,200
753,204.5785,172.659,243.17425,267.7316667,188.76825,117.4356,196.8075,200
754,206.64775,181.08875,242.45725,264.234,187.125,120.041,189.6344,200
755,214.62025,204.68525,253.7065,269.78275,188.08425,125.038,166.8556667,200
756,209.7195,228.2405,255.378,272.475,188.69925,122.901,166.1965,200
757,209.402,175.07675,256.2426667,267.538,191.277,138.7995,163.76725,200
758,205.998,175.24275,257.43175,280.539,192.0065,139.64625,187.60825,200
759,207.022,175.528,257.57475,277.627,190.9645,126.8395,163.31775,200
760,210.12475,174.98925,255.28625,271.352,191.08825,147.9285,194.14475,200
761,220.00175,175.12275,254.92475,268.156,190.7805,133.36525,188.81275,200
762,207.1725,173.604,258.875,266.991,189.0265,125.9025,161.31575,200
763,208.60775,173.517,252.25825,266.89075,188.1095,130.9375,175.58675,200
764,206.592,196.07625,257.14975,271.438,189.7835,118.63275,175.4075,200
765,203.5795,201.173,261.647,272.95125,188.2595,131.43125,165.18075,200
766,200.943,188.665,263.619,284.873,188.97925,136.74025,167.35775,200
767,209.944,177.59375,256.695,269.56625,189.5875,131.8365,165.4025,200
768,201.959,172.24075,255.33025,277.773,188.751,123.586,160.26525,200
769,205.25825,173.2965,264.23475,284.314,189.50425,130.91225,173.266,200
770,202.18325,174.59625,258.153,270.60475,187.58475,117.2965,184.74875,200
771,205.65775,189.582,252.5865,264.9383333,186.48525,149.164,167.62475,200
772,201.082,173.11475,249.41375,269.71825,187.5445,136.535,167.9355,200
773,210.81575,187.935,249.29925,272.792,186.648,131.137,162.71475,200
774,214.06575,188.3815,252.7645,274.4186667,189.7125,140.82825,163.7925,200
775,205.34,193.1045,250.98325,278.03625,186.421,129.7575,180.14125,200
776,217.6385,177.0855,253.227,271.9373333,189.79775,118.8385,172.86675,200
777,202.9035,173.82075,264.0583333,276.17475,189.009,118.88325,175.98975,200
778,205.3835,173.58675,254.773,276.6276667,187.517,121.883,188.93625,200
779,201.773,173.67625,246.7395,283.38075,188.784,134.72875,163.4885,200
780,201.38675,174.2,249.99475,272.4686667,186.994,139.12425,163.7415,200
781,209.234,196.566,251.38075,281.07325,187.17,139.58275,163.93,200
782,201.51075,195.077,249.1225,281.317,186.3345,123.5135,167.30075,200
783,208.07975,192.27025,250.526,278.75825,187.97,124.88775,166.42625,200
784,204.9485,186.91975,256.9853333,281.4456667,189.2675,124.4015,165.98325,200
785,208.1405,173.30625,252.72875,279.318,189.36175,142.13125,164.02025,200
786,205.73625,174.95825,248.31225,278.485,187.02325,124.3055,165.6355,200
787,218.70325,175.481,246.14425,273.381,187.68125,138.8215,168.53175,200
788,209.00075,174.493,242.8555,277.34625,187.75075,126.28625,165.193,200
789,203.8235,175.49725,252.936,266.0963333,189.8135,135.17875,188.97075,200
790,206.5975,174.802,244.3925,275.46325,188.27625,143.27125,167.28375,200
791,220.179,174.874,245.60575,265.729,186.82525,127.58125,167.377,200
792,205.4325,173.9195,249.899,272.0775,187.38875,151.595,168.2685,200
793,205.7815,175.06725,249.87625,272.33325,187.28725,129.781,168.67375,200
794,214.69825,175.9605,249.044,274.7133333,187.58775,155.04975,172.74175,200
795,203.96225,173.19275,250.0215,270.2095,185.6955,130.97425,177.2365,200
796,205.45125,174.31925,255.419,287.58,186.18,115.36125,176.451,200
797,204.7825,174.0655,252.2135,284.26,184.21975,130.3895,160.92275,200
798,202.3675,206.4325,249.37275,296.2866667,185.8465,135.35075,177.88075,200
799,202.465,246.0875,256.3015,308.727,181.84575,119.35075,184.36025,200
800,199.00725,214.6875,244.5085,285.241,181.82825,143.245,166.2035,200
801,200.79025,216.79875,244.008,287.4203333,180.514,120.088,163.44475,200
802,197.54575,201.715,256.3006667,293.19425,183.911,140.40625,162.37625,200
803,197.80975,185.5215,245.09825,287.877,182.92675,123.53675,163.57675,200
804,201.6545,214.591,241.538,291.8,182.50775,121.802,158.79475,200
805,199.09275,170.44975,239.846,279.399,180.71575,133.533,165.9955,200
806,197.7635,172.72125,236.80875,282.211,182.43125,127.9315,164.85175,200
807,198.67375,170.283,238.69975,276.4205,180.767,135.8635,159.40025,200
808,197.5265,171.971,243.7255,281.4783333,181.5645,141.19325,159.5885,200
809,194.03725,169.49825,245.137,277.40375,175.5845,131.9895,151.237,200
810,188.17325,166.37325,243.197,274.6893333,175.98025,138.6895,145.25475,200
811,188.2645,162.93875,240.055,276.039,169.46825,135.5315,139.969,200
812,192.63475,161.16175,241.64075,277.82725,166.481,112.678,142.20225,200
813,192.852,161.289,236.743,279.9223333,168.18075,137.61575,140.1605,200
814,186.06725,167.101,235.212,282.32925,166.81225,103.13375,139.44825,200
815,185.5425,208.54175,232.379,270.1193333,169.0155,114.70025,139.78775,200
816,185.78925,199.67975,237.9165,279.8905,167.66,124.50575,135.93425,200
817,189.65925,161.1905,227.69625,281.16,168.16375,118.57725,152.7615,200
818,186.4365,202.76875,223.246,285.672,165.43575,113.44125,141.6445,200
819,182.90225,162.019,217.27875,278.956,166.07625,126.6185,136.16675,200
820,188.25575,160.7235,219.3765,286.38025,165.8165,115.52975,137.5835,200
821,184.2075,162.243,229.45325,278.3226667,167.52475,110.8205,147.101,200
822,195.24675,163.74,221.8485,268.084,170.1185,106.24975,146.64725,200
823,192.56825,218.15875,215.63875,276.6546667,169.708,127.25275,144.61425,200
824,188.76125,205.234,221.26875,272.15375,171.85775,110.11575,141.967,200
825,191.888,204.19875,224.10825,272.022,173.44375,120.269,151.002,200
826,190.109,234.07725,223.54775,278.0103333,172.86,121.80075,146.38075,200
827,192.0495,229.74975,216.169,268.67125,174.10425,121.463,144.13475,200
828,189.1785,198.96075,226.19675,275.5866667,173.7025,111.72375,145.2825,200
829,195.52175,200.84875,222.46925,276.80075,172.2295,124.40125,145.805,200
830,189.77075,192.3605,226.52675,273.622,173.1435,130.76625,149.462,200
831,193.27575,175.145,224.61025,278.4205,175.6365,117.0895,147.0525,200
832,192.87,164.738,230.817,273.664,175.24575,110.4545,165.99075,200
833,191.3415,165.68825,224.34,272.67825,176.3065,121.708,157.98225,200
834,195.32275,198.11575,228.3625,274.8025,174.81275,110.2005,153.81025,200
835,194.68875,173.5955,226.75775,273.04,176.079,123.46675,163.231,200
836,194.82475,218.5165,234.79675,284.7415,177.591,140.4295,180.2005,200
837,197.0845,170.9355,229.61375,267.6953333,175.93825,114.8295,159.38275,200
838,194.139,188.1985,230.04775,280.84825,175.92425,132.399,157.52675,200
839,193.381,166.44825,232.23125,267.8606667,174.85275,135.27375,151.25525,200
840,196.2325,166.0285,229.98625,278.74925,176.28625,107.82025,161.10275,200
841,199.58875,169.275,249.419,263.92325,175.706,130.10825,167.669,200
842,197.3015,166.27775,256.06575,278.5873333,176.31575,133.6365,155.04575,200
843,196.78575,167.796,256.441,278.35425,176.95825,121.29125,149.28975,200
844,194.075,176.613,259.53325,288.551,176.6255,132.29175,160.68375,200
845,194.8725,204.7212,256.05525,278.894,174.72325,116.56725,145.502,200
846,196.22675,203.40225,247.48075,277.6363333,176.535,110.50125,158.2865,200
847,201.91,233.368,243.35475,285.5235,177.63225,131.6285,158.62475,200
848,195.768,203.955,244.256,279.467,177.00525,143.38,153.691,200
849,194.73225,190.0626,254.63725,283.60775,177.281,112.788,169.26925,200
850,204.077,174.48425,242.34175,276.6103333,177.75625,109.9145,159.656,200
851,193.62025,168.11925,250.2216667,277.29225,177.934,123.60075,160.14775,200
852,189.649,168.865,242.688,287.3156667,176.81175,134.267,171.07475,200
853,198.352,168.2375,239.6575,276.421,175.88575,125.2945,185.87975,200
854,193.6685,197.379,244.56425,276.4283333,177.952,125.55375,173.833,200
855,194.57075,208.612,247.1685,289.26575,177.0135,124.55775,168.2145,200
856,197.07975,201.02925,232.44475,278.6636667,176.8005,119.41675,191.52425,200
857,197.19425,209.03325,234.8715,281.29025,176.87775,110.084,154.654,200
858,197.10275,187.4738,234.2695,284.1016667,177.18275,111.534,156.3045,200
859,203.18225,166.61825,232.27825,284.033,177.06,124.79725,157.208,200
860,194.8125,192.4903333,236.434,266.4956667,177.10725,112.8915,168.851,200
861,194.3855,182.2876,236.002,275.33875,178.475,123.9275,163.22,200
862,194.07725,168.63325,240.1545,280.1283333,178.21475,118.03275,157.6535,200
863,197.6915,168.5045,235.47225,274.501,180.107,123.93625,182.863,200
864,194.88875,216.6243333,232.90575,272.7543333,178.2025,142.39925,194.23325,200
865,196.153,184.6806,234.87525,300.70825,175.108,127.8635,165.01125,200
866,200.82325,173.54725,242.931,299.6563333,175.7825,118.951,150.72675,200
867,191.1455,189.37,241.088,305.1633333,174.644,124.7575,145.03625,200
868,193.61775,211.09175,244.935,317.686,175.3465,128.8855,148.79425,200
869,191.77125,207.06125,238.154,310.5533333,174.979,111.08975,148.8965,200
870,195.15125,209.8756,236.45625,307.89425,174.683,139.21025,146.943,200
871,189.355,191.6435,241.1545,321.4383333,177.29375,119.1495,174.92225,200
872,193.877,196.9236667,232.17425,314.9403333,174.2485,115.525,149.2875,200
873,191.6675,202.9688,235.30475,305.4196667,173.76075,117.6925,155.8585,200
874,193.01525,197.428,232.239,321.0783333,175.51775,129.0935,154.40275,200
875,190.81675,199.22275,234.20075,311.1843333,172.16275,130.32125,146.73775,200
876,193.22775,189.8433333,231.03575,342.4886667,173.03575,121.19425,145.357,200
877,194.8855,180.8578,231.178,331.5396667,173.7285,115.69375,146.53,200
878,194.95875,177.133,230.35725,329.0786667,173.2075,122.4805,146.4745,200
879,191.55275,164.25025,231.18925,347.5423333,175.32975,110.38125,143.68425,200
880,193.75725,169.02675,231.36225,327.2166667,172.39425,132.15525,141.6715,200
881,191.92375,177.515,228.78275,309.9626667,171.57575,132.93275,146.6555,200
882,191.1565,218.678,235.2565,325.513,172.38475,131.54125,148.81525,200
883,194.771,234.94625,231.87675,320.9713333,172.888,117.30875,167.664,200
884,192.73425,234.401,230.6455,318.6393333,172.3245,125.55075,179.6395,200
885,196.39825,230.61975,230.9675,330.7106667,173.13075,110.79825,190.19575,200
886,191.08225,213.0755,227.57925,313.4756667,174.0845,109.98875,153.76275,200
887,197.4505,175.2296,231.32175,310.16375,172.7125,122.75,156.62725,200
888,188.58125,163.83775,236.43125,306.604,172.24575,123.34075,151.6965,200
889,189.12075,176.98925,229.0645,321.7746667,173.94375,116.838,158.958,200
890,191.63625,208.002,228.72675,310.8753333,172.7605,114.74175,152.7755,200
891,199.253,164.31725,229.633,309.337,172.28,121.1845,151.17275,200
892,187.70275,211.88,232.67075,323.807,172.787,107.375,151.91325,200
893,189.8395,216.08325,231.61675,335.2733333,173.2275,133.53025,153.723,200
894,189.28125,218.0425,233.81525,329.608,172.65575,126.90325,152.553,200
895,192.96325,202.406,231.7195,303.365,173.5725,119.2685,149.12575,200
896,190.11875,176.7354,239.8625,335.2663333,173.05725,115.97,153.61975,200
897,189.30925,165.34925,230.39175,303.958,173.426,125.8475,153.64225,200
898,199.151,164.83975,230.91875,296.0043333,173.01625,137.10625,155.25425,200
899,195.51325,166.32,229.82125,295.365,174.258,110.348,155.8595,200
900,187.87075,165.6415,233.1015,298.3686667,173.16875,110.04775,165.58825,200
901,199.604,165.234,234.82025,301.15925,171.97725,116.0695,152.02325,200
902,197.77025,166.00525,231.15175,295.6696667,172.573,122.71625,160.30625,200
903,194.767,168.9043333,243.479,296.45,173.3175,122.375,162.08525,200
904,187.949,206.9112,238.74325,321.1896667,174.00675,121.924,174.78175,200
905,196.19525,180.28375,239.91475,312.6646667,173.70075,123.1985,165.12425,200
906,194.7615,212.4543333,238.953,308.53525,173.16125,129.1505,147.33125,200
907,192.76175,234.97075,238.59575,302.63,172.61675,141.241,175.01675,200
908,195.52925,198.528,236.144,320.344,174.19525,133.9995,172.69325,200
909,195.552,209.556,229.23775,316.0413333,173.5265,115.012,155.0175,200
910,191.1155,192.4818,230.2225,309.4743333,172.68,108.59425,179.77275,200
911,193.689,197.87,232.9835,304.089,173.8185,125.78225,165.70375,200
912,193.1595,210.1702,236.38975,308.0383333,172.4525,129.97375,156.53525,200
913,195.979,189.112,250.9653333,331.1056667,172.62475,126.43625,155.80475,200
914,195.7485,206.3598,232.9675,313.8663333,172.4065,131.1945,154.4535,200
915,189.0755,167.96775,237.7835,332.5506667,173.6315,115.93075,159.8955,200
916,195.141,165.28225,238.75625,321.4276667,172.371,110.25575,154.193,200
917,204.3585,163.265,241.776,311.1046667,171.9635,111.11425,175.81525,200
918,189.139,195.768,238.1945,315.2976667,172.44975,107.12425,166.10525,200
919,195.80925,198.5,235.46675,315.276,173.4335,130.88575,155.49875,200
920,189.7945,190.46325,241.397,336.3953333,171.89225,127.98,160.864,200
921,191.89725,208.39075,242.631,338.7703333,173.6975,112.748,168.58575,200
922,189.84625,175.03725,243.94775,344.7666667,171.34325,119.08125,153.63375,200
923,190.9455,204.531,237.86075,341.6526667,170.771,111.069,174.23925,200
924,192.91625,209.01325,246.4355,335.8603333,171.90325,114.65925,190.197,200
925,194.85425,222.026,238.6665,331.5366667,170.95125,127.878,179.70425,200
926,189.93625,206.233,233.50425,323.0643333,171.2065,117.197,165.324,200
927,193.7735,177.4385,235.04475,335.244,170.777,116.81625,158.4455,200
928,191.98125,235.4285,238.60675,334.667,172.452,110.15975,164.5105,200
929,188.89675,186.85075,244.01725,336.9115,170.26625,120.0615,177.38,200
930,189.15375,214.144,242.79225,326.6575,170.4965,119.94875,161.21575,200
931,188.56925,182.95375,240.97825,319.3306667,170.195,113.547,160.72275,200
932,190.73625,165.71675,240.7545,319.7573333,170.08375,129.74675,158.47825,200
933,196.10875,205.93575,241.1935,333.0186667,171.63825,111.06375,154.80775,200
934,190.124,199.076,251.55525,323.962,169.58575,105.6515,149.9985,200
935,189.6395,200.86975,249.76675,312.1633333,170.4395,109.98175,157.82025,200
936,188.889,181.5165,244.876,304.876,168.8265,106.6785,166.3905,200
937,192.21725,164.969,232.0204,318.4413333,169.14575,121.4925,152.589,200
938,191.45325,165.6125,231.80275,310.9163333,169.3975,140.756,157.376,200
939,193.13125,163.602,226.4995,299.53975,170.01,118.68725,147.72225,200
940,190.55725,165.3775,229.0385,318.225,169.4385,128.148,157.52625,200
941,193.00125,167.0335,224.66225,304.889,170.74125,114.85925,186.84525,200
942,190.598,164.61525,230.31075,332.504,169.4605,113.66875,177.78575,200
943,192.17275,186.563,230.08,311.2593333,170.36,116.9965,162.589,200
944,192.12125,179.923,233.263,300.6543333,170.98675,131.6945,189.21275,200
945,191.03975,211.751,230.5256,286.024,171.333,108.3995,151.3145,200
946,190.871,218.193,235.63,295.9586667,170.0735,114.8015,156.8075,200
947,188.65075,200.44725,229.6863333,286.2985,170.6035,110.5375,156.6465,200
948,191.35375,181.93025,232.8165,291.0406667,170.1045,106.23425,157.71525,200
949,191.99875,215.8755,248.0935,285.1283333,169.66075,123.2545,186.2575,200
950,188.52575,197.35325,233.51175,283.1015,172.6345,108.71075,170.74575,200
951,193.819,208.828,229.70525,277.037,173.69875,118.165,154.6675,200
952,188.5765,190.9415,232.36825,261.759,173.01875,118.0175,149.64025,200
953,189.18675,164.82925,233.24,265.79425,172.93775,118.8595,163.4795,200
954,188.35125,162.84075,231.89975,269.5375,171.1105,113.8425,167.5595,200
955,188.95075,204.1325,232.2045,263.3473333,172.9095,112.617,152.3075,200
956,193.62225,170.82725,229.605,262.8115,173.5995,129.5745,152.69,200
957,190.87225,180.1025,230.78675,275.3345,173.86225,111.011,162.8795,200
958,188.34125,212.7845,228.914,263.7946667,173.0265,107.23925,154.7655,200
959,191.5615,205.46775,228.32275,268.4315,173.42875,118.44175,156.81025,200
960,190.90625,163.73375,230.3345,263.80775,173.11925,114.285,157.979,200
961,197.331,192.02675,228.6035,260.2533333,173.04425,114.679,152.585,200
962,200.126,193.17,231.0595,266.467,172.79075,109.3205,150.30625,200
963,189.06175,195.36075,229.7535,264.99425,173.67125,109.18175,178.5145,200
964,192.03375,219.8375,233.8825,262.579,171.97,107.32725,146.22825,200
965,193.2335,195.523,232.72425,276.447,172.126,114.9305,153.533,200
966,190.0925,201.288,229.349,276.28475,171.9395,114.1555,147.1645,200
967,190.40575,173.823,229.7755,259.2086667,172.63525,139.39425,146.1985,200
968,192.649,220.1605,231.69525,273.59675,172.4655,113.83625,147.23425,200
969,195.5565,213.4375,230.82825,266.70725,172.77475,125.122,143.92575,200
970,189.654,182.378,232.229,279.447,172.9285,127.8055,145.65625,200
971,197.4645,233.4975,228.04525,282.3645,171.53425,110.912,147.798,200
972,188.848,231.185,231.9815,266.7573333,171.87875,107.861,146.264,200
973,188.03325,195.80525,227.37,279.4485,171.49325,120.7785,142.6685,200
974,187.87575,210.446,229.261,279.0236667,171.86225,106.39025,142.68075,200
975,192.17,192.8905,228.605,272.699,171.4835,111.82725,144.56125,200
976,187.8425,209.045,230.977,281.9703333,171.8615,136.16475,141.18775,200
977,188.95725,224.04925,232.391,276.759,172.5435,110.9045,145.94925,200
978,190.29475,224.09375,230.968,271.1125,171.70525,115.27225,144.9565,200
979,188.39325,180.15625,229.01575,272.1133333,170.34625,115.17,146.8255,200
980,188.83625,226.20625,225.2395,284.0645,170.60625,129.84375,146.94825,200
981,190.77175,205.85525,227.93175,272.7556667,171.18075,121.22075,150.1345,200
982,190.8525,214.6615,228.68775,278.41975,172.0205,105.95025,154.46725,200
983,189.5415,180.61025,228.916,279.8623333,171.93525,111.88575,156.2755,200
984,190.27425,181.73925,231.1945,268.09025,171.386,118.4955,152.48525,200
985,193.824,200.592,229.8605,272.7025,171.96175,119.13875,151.7625,200
986,189.0905,164.083,230.3995,282.871,171.39425,129.2065,150.205,200
987,186.5895,199.74625,229.9015,279.06975,171.908,133.4845,157.17275,200
988,189.051,213.8005,225.72225,267.1186667,170.888,105.037,171.884,200
989,192.0445,188.3725,227.858,277.009,170.6685,113.79225,179.97075,200
990,188.84275,220.9335,225.03925,267.055,170.73175,105.05075,178.71,200
991,186.978,203.15475,230.333,277.985,172.29575,119.945,174.11775,200
992,188.89875,206.45375,229.826,279.1613333,171.69525,107.6405,144.75,200
993,194.37,191.95475,226.2105,285.05625,171.939,125.78425,147.21775,200
994,186.5905,173.99725,227.4935,290.6936667,170.66975,132.494,146.6685,200
995,193.4235,171.7425,226.43025,280.0825,171.718,125.229,143.77575,200
996,188.664,177.37625,230.77825,278.96,170.43725,118.72675,152.096,200
997,191.65525,223.40275,230.02175,275.1815,170.5715,113.8045,154.23375,200
998,185.34425,202.119,228.0435,278.406,171.13175,106.295,151.97575,200
999,187.192,201.3945,229.567,280.224,170.38175,111.026,155.90625,200
1000,187.75,229.20825,230.717,286.5316667,172.22775,109.3605,161.2405,200
1001,185.69,164.0695,229.68825,279.312,170.84125,107.62875,154.75675,200
1002,186.61375,165.685,221.66925,276.2523333,170.39375,107.88225,153.41425,200
1003,189.41275,188.45125,228.51375,275.8265,172.0085,119.52425,152.682,200
1004,185.88475,204.4635,226.16925,272.13125,171.51075,132.9895,152.919,200
1005,194.40325,187.3275,232.42725,280.6356667,171.73325,132.091,155.31325,200
1006,190.55625,190.8165,231.11025,283.6485,172.064,119.22075,155.166,200
1007,185.8485,233.5405,229.83375,274.5766667,169.02025,110.60825,178.05525,200
1008,190.8065,195.8275,224.70425,274.08,170.80925,106.73675,192.4505,200
1009,195.137,227.85025,232.7695,276.8683333,171.9955,119.344,153.5055,200
1010,187.45475,188.842,234.37125,271.762,170.41225,130.502,152.0515,200
1011,188.16025,198.06575,239.684,280.1526667,170.7145,131.6735,160.7265,200
1012,185.8805,217.45975,231.5455,280.85,170.84825,114.081,161.602,200
1013,195.1205,163.062,227.52725,274.1796667,171.1115,117.3415,153.82075,200
1014,188.534,168.0135,230.3545,272.87225,170.293,121.156,148.33675,200
1015,190.74775,180.05925,232.5685,270.40775,169.26825,113.9075,165.22725,200
1016,200.068,191.65125,228.191,265.6966667,169.4745,121.6545,152.238,200
1017,192.64725,214.432,229.588,276.0395,169.43025,133.35575,149.66225,200
1018,185.65725,188.17025,225.3265,283.3753333,170.33325,114.4745,150.63675,200
1019,190.9115,196.401,224.72025,279.105,169.8945,115.00175,148.6465,200
1020,185.24575,210.975,229.0455,272.281,169.345,129.039,148.88825,200
1021,193.5265,243.3255,230.61475,267.9406667,169.11525,117.14775,158.066,200
1022,190.97475,193.647,225.1435,269.95475,168.062,118.973,163.28425,200
1023,195.4195,168.97375,233.4345,267.4753333,168.175,118.97075,155.35925,200
1024,186.26075,164.20175,229.39275,275.90725,168.62825,129.9095,168.43575,200
1025,196.33675,172.283,224.5955,276.31175,169.3375,117.797,149.00425,200
1026,186.0575,194.88475,226.75925,275.0153333,171.23675,131.41775,149.74,200
